"","arc","arc_no","episode","turn_number","segment","actor","text","start_turn","end_turn","time_in_sec","word_count","words_per_minute","encounter_count","rp_combat","actor_guest","vox_machina","guest","staff","matt"
"1","Briarwoods",3,29,1,"prologue","MATT","hello, everyone, and welcome to this evening's episode of critical role, where a bunch of us voice actors get together and roll dice like we're awesome nerd people, which we are. so, welcome! we're going to do a couple quick announcements here before we kick things off. you want to go ahead and start?",0,15.083,15.083,58,230.72333090234,NA,"role_play","MATT",0,0,0,1
"2","Briarwoods",3,29,2,"prologue","ZAC","yeah, i'm that guy that you can't wait to stop talking so the show can get started. so guys, last week we hit 516 on the sub-train. okay? and each week, in theory, should grow by itself because re-subs count. so basically, if we break 516 and make a new record, we will do a giant giveaway which includes everything from heroclix to steam keys to d&d schwag, books from felicia, all sorts of stuff. it will be a giant box of wonderful geek and sundry-related stuff. so that is if we break 516, so there's a reason to keep that train alive, guys. we are also very close to hitting 10k. we are like 160 away from reaching 10,000 subscribers. how many? 154 away from hitting 10k. now you guys may remember #noshavetil10k. i have not. if we hit 10k, right when we hit, a straw poll will be released into the chatroom, and you guys get to vote on what my face gets shaved into for the next week of programming on gands. and it is very unfortunate that that's how we're going to do it. so tomorrow night on gather your party, it will be stef and jessica's birthday, we're going to be throwing a birthday party, and i'm going to let them shave my face in whatever you guys vote on, as a birthday present to them.",15.083,94.534,79.451,245,185.019697675297,NA,"role_play","ZAC",0,0,1,0
"3","Briarwoods",3,29,3,"prologue","MARISHA","so many things.",94.534,96.163,1.62899999999999,4,147.329650092082,NA,"role_play","MARISHA",1,0,0,0
"4","Briarwoods",3,29,4,"prologue","MATT","the possibilities are endless.",96.163,98.616,2.453,5,122.299225438239,NA,"role_play","MATT",0,0,0,1
"5","Briarwoods",3,29,5,"prologue","ZAC","just saying that out loud honestly hurts me. a lot.",98.616,102.7,4.084,11,161.606268364349,NA,"role_play","ZAC",0,0,1,0
"6","Briarwoods",3,29,6,"prologue","MATT","it is thick, too. you can get some nice dimension in there.",102.7,104.594,1.89399999999999,13,411.826821541713,NA,"role_play","MATT",0,0,0,1
"7","Briarwoods",3,29,7,"prologue","ZAC","great.",104.594,105.943,1.349,2,88.9547813194957,NA,"role_play","ZAC",0,0,1,0
"8","Briarwoods",3,29,8,"prologue","LIAM","words, shave words in",105.943,107.677,1.73400000000001,4,138.408304498269,NA,"role_play","LIAM",1,0,0,0
"9","Briarwoods",3,29,9,"prologue","TALIESIN","you could build a bear in the beard.",107.677,109.896,2.21899999999999,9,243.352861649392,NA,"role_play","TALIESIN",1,0,0,0
"10","Briarwoods",3,29,10,"prologue","ZAC","i could build a bear. yeah. great.",109.896,111.431,1.535,8,312.70358306189,NA,"role_play","ZAC",0,0,1,0
"11","Briarwoods",3,29,11,"prologue","MATT","can we shave off bits and then re-apply them to other parts of the face?",111.431,115.95,4.51900000000001,17,225.713653463155,NA,"role_play","MATT",0,0,0,1
"12","Briarwoods",3,29,12,"prologue","ZAC","if you want to wear them, yeah!",115.95,117.267,1.31699999999999,8,364.464692482918,NA,"role_play","ZAC",0,0,1,0
"13","Briarwoods",3,29,13,"prologue","MATT","okay! i might do that, yeah.",117.267,118.591,1.324,7,317.220543806647,NA,"role_play","MATT",0,0,0,1
"14","Briarwoods",3,29,14,"prologue","ZAC","and then this weekend, nerdist is running a 24-hour livestream for extra life. you guys may recognize some of the faces that stop by. they are going to be streaming from our set. so, let's welcome them. we'll be hosting it, but i encourage you guys all to head over to nerdist, twitch.tv/nerdist. this weekend it'll be saturday from 9am to 9pm pacific standard time. i will be there the whole time helping out, as well as some of our other geek and sundry hosts. so you guys should check that out and help them be part of our team, raising money for extra life. and matt, i wanted to thank you for helping us make battle of the bands a success last week. we all know that the voting was rigged and that's why your team won, but it was a valiant effort nonetheless. and if you guys enjoyed that, you should tweet at geek and sundry's twitter and let them know, and we will try to do things like that for you more in the future. that's pretty much all i have. let's get to 10k and get this stupid stuff off my face.",118.591,167.425,48.834,207,254.330998894213,NA,"role_play","ZAC",0,0,1,0
"15","Briarwoods",3,29,15,"prologue","MATT","thank you very much, zac. speaking of shaving, let me take a moment here to mourn the mercer-beard. those who saw on twitter. i was trying to hold off until 10k and halloween for my costume, but due to work, had to shave it as of last night. so, i apologize. i'm in mourning. so please bear with me for this evening, going forward. couple announcements. critical role-related: we have a lot of our party in transit right now. laura and travis just flew in from toronto and will probably be a little bit late to the game. sam is currently heading here from a session and will get here as soon as possible. unfortunately, orion will not be joining us again this evening, but hope to have him back next week for halloween. so, things will get rolling as they arrive. thankfully, we're at a situation in the game where i don't think it'll be too halting. we shall see. next announcement, we're putting out critical role thematic playlists. all the players have put together playlists of spotify songs that they feel encapture aspects of their character and their character's journeying as vox machina and in the world of exandria. so those will be releasing every week, starting tonight at 8pm with percy, i believe. so taliesin's playlist will be up available on geek and sundry's website and",167.425,250.12,82.695,239,173.408307636496,NA,"role_play","MATT",0,0,0,1
"16","Briarwoods",3,29,16,"prologue","TALIESIN","dropping mad jams i'm not.",250.12,252.297,2.17699999999999,7,192.926045016078,NA,"role_play","TALIESIN",1,0,0,0
"17","Briarwoods",3,29,17,"prologue","MARISHA","they're mad, you're allowed.",252.297,255.547,3.25,7,129.230769230769,NA,"role_play","MARISHA",1,0,0,0
"18","Briarwoods",3,29,18,"prologue","TALIESIN","i'm going to show you some music.",255.547,257.818,2.27099999999999,9,237.780713342141,NA,"role_play","TALIESIN",1,0,0,0
"19","Briarwoods",3,29,19,"prologue","MARISHA","it's good. go download spotify right now, so you can go, if you haven't. it's free!",257.818,263.624,5.80600000000004,20,206.682741991042,NA,"role_play","MARISHA",1,0,0,0
"20","Briarwoods",3,29,20,"prologue","MATT","there you go.",263.624,264.647,1.02299999999997,4,234.604105571855,NA,"role_play","MATT",0,0,0,1
"21","Briarwoods",3,29,21,"prologue","TALIESIN","it's cancer. it's been a weird weeknight.",264.647,267.995,3.34800000000001,10,179.211469534049,NA,"role_play","TALIESIN",1,0,0,0
"22","Briarwoods",3,29,22,"prologue","MARISHA","it has. it's been a long day.",267.995,269.488,1.49299999999999,9,361.687876758206,NA,"role_play","MARISHA",1,0,0,0
"23","Briarwoods",3,29,23,"prologue","TALIESIN","i had a strange day. i've infected friends with spotify now.",269.488,272.42,2.93200000000002,13,266.030013642563,NA,"role_play","TALIESIN",1,0,0,0
"24","Briarwoods",3,29,24,"prologue","MATT","as you should. infecting friends is fun. couple other things. for those who haven't seen it already, the d&diesel videos went up earlier this week, where we had the wonderful chance for me, at least to dungeon master for a half an hour for vin diesel, along with travis and laura, and jessica and dan of nerdist ilk. had a great time, so hopefully you liked it, and if you'd like to see more stuff like that, hopefully we'll have more things coming up in the future in that vein, because we had a good time. also, along with that, i released my witch hunter class, which was a customized 5th edition class that i designed after i ran that game, based on the character i created for vin. it went up on the website, untested. feedback is always welcome, and i will be updating it on the website as feedback comes in and balancing is tweaked for it. but have at it, have fun, hope you guys enjoy it. i had a good time creating it, and it's a good time. also, just a reminder to you guys: our official critical role t-shirts are available on the geek and sundry website store if you want to wear any of the awesome red shirts that we've shown on the show with our full-on critical role logo. shown in an exemplary dark, fine ink. those are available for purchase.",272.42,354.407,81.987,247,180.760364448022,NA,"role_play","MATT",0,0,0,1
"25","Briarwoods",3,29,25,"prologue","MARISHA","and keychains.",354.407,355.408,1.00100000000003,3,179.820179820174,NA,"role_play","MARISHA",1,0,0,0
"26","Briarwoods",3,29,26,"prologue","TALIESIN","what if, due to some strange third-arm syndrome, i can't wear t-shirts; is there any way i can show my support to the show?",355.408,361.381,5.97299999999996,28,281.265695630339,NA,"role_play","TALIESIN",1,0,0,0
"27","Briarwoods",3,29,27,"prologue","MATT","yes, you can. we have necklaces and keychains with our logo as well. also available on the store. so, you're welcome to check those out.",361.381,368.06,6.67900000000003,27,242.551280131755,NA,"role_play","MATT",0,0,0,1
"28","Briarwoods",3,29,28,"prologue","TALIESIN","with my third arm, i need necklaces and keychains.",368.06,369.689,1.62900000000002,10,368.324125230198,NA,"role_play","TALIESIN",1,0,0,0
"29","Briarwoods",3,29,29,"prologue","LIAM","three-armed shirts are coming in 2016.",369.689,371.833,2.14400000000001,8,223.880597014925,NA,"role_play","LIAM",1,0,0,0
"30","Briarwoods",3,29,30,"prologue","MATT","yeah, three-armed shirts will be on the docket. thank you, liam, i was trying to get to that.",371.833,376.063,4.22999999999996,20,283.687943262414,NA,"role_play","MATT",0,0,0,1
"31","Briarwoods",3,29,31,"prologue","MARISHA","there's a new shirt up. i didn't know that.",376.063,379.895,3.83199999999999,12,187.891440501044,NA,"role_play","MARISHA",1,0,0,0
"32","Briarwoods",3,29,32,"prologue","MATT","we have a new shirt up?",379.895,381.608,1.71300000000002,7,245.183887915934,NA,"role_play","MATT",0,0,0,1
"33","Briarwoods",3,29,33,"prologue","OFFSCREEN","how do you want to do this.",381.608,383.719,2.11099999999999,8,227.380388441498,NA,"role_play","OFFSCREEN",0,0,1,0
"34","Briarwoods",3,29,34,"prologue","MATT","we have it up?! this is good news to know. we have now up on the store our official ""how do you want to do this"" shirt as well. so you can go check that out on the shop. prepare for the holiday season with your christmases and your chanukahs and your critmases and all that fun stuff to make people look as nerdy as we are. which is i think part of my goal, personally, through world domination.",383.719,408.85,25.131,80,190.999164378656,NA,"role_play","MATT",0,0,0,1
"35","Briarwoods",3,29,35,"prologue","MATT","maybe not liam. everyone but liam can look weird. there's no way to help you.",408.85,413.359,4.50899999999996,17,226.214238190288,NA,"role_play","MATT",0,0,0,1
