"","arc","arc_no","episode","turn_number","segment","actor","text","start_turn","end_turn","time_in_sec","word_count","words_per_minute","encounter_count","rp_combat","actor_guest","vox_machina","guest","staff","matt"
"1","Daring_Deeds",7,97,1,"prologue","MATT","hello, everyone, and welcome to tonight's episode of critical role, where a bunch of us nerdy-ass voice actors sit around and play dungeons and dragons.",0,6.625,6.625,28,253.584905660377,NA,"role_play","MATT",0,0,0,1
"2","Daring_Deeds",7,97,2,"prologue","MATT","dungeons and dragons!",6.625,8.564,1.939,4,123.775141825683,NA,"role_play","MATT",0,0,0,1
"3","Daring_Deeds",7,97,3,"prologue","MATT","just like that. durr and durr.",8.564,10.957,2.393,7,175.511909736732,NA,"role_play","MATT",0,0,0,1
"4","Daring_Deeds",7,97,4,"prologue","ASHLEY","how der der der der.",10.957,12.566,1.609,6,223.741454319453,NA,"role_play","ASHLEY",1,0,0,0
"5","Daring_Deeds",7,97,5,"prologue","MATT","indeed. so. before we jump into the story for this evening, let's go ahead and get through our announcements. first and foremost, we have a fantastic sponsor for tonight's episode. backblaze has returned to us. good friends to the show, and sam, you wanted to talk a little bit about this?",12.566,31.107,18.541,54,174.747856102691,NA,"role_play","MATT",0,0,0,1
"6","Daring_Deeds",7,97,6,"prologue","SAM","i haven't done this in a while. little rusty. but backblaze. nervous. backblaze is such an important sponsor, i didn't want to just do a commercial for them, i wanted to do an infomercial. maestro? [infomercial music]",31.107,52.414,21.307,40,112.639038813535,NA,"role_play","SAM",1,0,0,0
"7","Daring_Deeds",7,97,7,"prologue","SAM","hi, everybody, i'm sam riegel and welcome to late-night deals. guys, online backup systems. just the sound of it gives me a headache. it's always so complicated, expensive, and frustrating. am i right? usually, when you back up your data, you look like this guy.",52.414,69.129,16.715,49,175.889919234221,NA,"role_play","SAM",1,0,0,0
"8","Daring_Deeds",7,97,8,"prologue","TALIESIN","c drive? usb port? http? forward slash? ugh! speak english! all these wires and cables! i can't take it anymore!",69.129,80.497,11.368,22,116.115411681914,NA,"role_play","TALIESIN",1,0,0,0
"9","Daring_Deeds",7,97,9,"prologue","SAM","but now there's backblaze, a cloud-based backup system that's so easy, you'll look like this gal.",80.497,87.995,7.498,21,168.044811949853,NA,"role_play","SAM",1,0,0,0
"10","Daring_Deeds",7,97,10,"prologue","MARISHA","and finished. using backblaze makes me feel so awesome and cool and hip and young and free and attractive and empowered and invincible. it's so easy, even a total jackass could use it.",87.995,106.202,18.207,35,115.340253748558,NA,"role_play","MARISHA",1,0,0,0
