"","arc","arc_no","episode","turn_number","segment","actor","text","start_turn","end_turn","time_in_sec","word_count","words_per_minute","encounter_count","rp_combat","actor_guest","vox_machina","guest","staff","matt"
"1","Daring_Deeds",7,88,1,"prologue","MATT","hello, everyone, and welcome to tonight's episode of critical role, where a bunch of us nerdy-ass voice actors sit and play dungeons and dragons across my camera.",0.158,8.119,7.961,30,226.102248461249,NA,"role_play","MATT",0,0,0,1
"2","Daring_Deeds",7,88,2,"prologue","MATT","welcome to tonight's adventure. before we get into it, we're going to go ahead and go through our notes for sponsorship and other such glory for the evening. first and foremost, tonight, we have our fantastic returning sponsor, lootcrate.",11.032,25.117,14.085,42,178.913738019169,NA,"role_play","MATT",0,0,0,1
"3","Daring_Deeds",7,88,3,"prologue","MATT","lootcrate!",25.117,26.425,1.308,2,91.7431192660551,NA,"role_play","MATT",0,0,0,1
"4","Daring_Deeds",7,88,4,"prologue","MATT","thank you so much, lootcrate. we have a glorious unboxing that is happening right now.",26.425,32.3,5.875,16,163.404255319149,NA,"role_play","MATT",0,0,0,1
"5","Daring_Deeds",7,88,5,"prologue","LAURA","right now!",32.3,33.712,1.41200000000001,3,127.478753541076,NA,"role_play","LAURA",1,0,0,0
"6","Daring_Deeds",7,88,6,"prologue","MATT","let's do it.",33.712,34.734,1.022,5,293.542074363993,NA,"role_play","MATT",0,0,0,1
"7","Daring_Deeds",7,88,7,"prologue","MARISHA","so wait. they've changed their boxes and their logos. i don't know if you guys noticed.",34.734,41.245,6.511,19,175.088312087237,NA,"role_play","MARISHA",1,0,0,0
"8","Daring_Deeds",7,88,8,"prologue","SAM","i think you mean upgraded. i can't open this.",41.245,45.506,4.261,11,154.893217554565,NA,"role_play","SAM",1,0,0,0
"9","Daring_Deeds",7,88,9,"prologue","LAURA","so wait, we're unboxing last month's box.",45.506,48.926,3.42,10,175.438596491228,NA,"role_play","LAURA",1,0,0,0
"10","Daring_Deeds",7,88,10,"prologue","TRAVIS","this is their 'build' theme.",48.926,50.019,1.093,6,329.368709972554,NA,"role_play","TRAVIS",1,0,0,0
