"","arc","arc_no","episode","turn_number","segment","actor","text","start_turn","end_turn","time_in_sec","word_count","words_per_minute","encounter_count","rp_combat","actor_guest","vox_machina","guest","staff","matt"
"1","Kraghammer",1,5,1,"prologue","MATT","hello everyone, welcome to the fifth episode of critical role! before we start and get into the videos for our initial intro, let me go over a couple of things for the evening. first off, we're shooting to get to 1,500 subscribers by this evening, and as soon as we get there, we're giving out a promo kit that's worth about $250, which is awesome. we'll all go ahead and sign it at the end of the day and get it out to you as well. also, tabletop day is coming up this saturday, and a few of us will be showing up during the stream as well and any of you guys playing your own tabletop games at home, or whatever the case may be, if you go to the website and register, for each person that registers, we're giving away a boardgame to the charity big brothers and big sisters, so that's a really, really cool thing that you guys should get involved with. that's this saturday, at international tabletop day, and also, we received a present apparently from the audience.",1.145,46.807,45.662,192,252.288555034821,NA,"role_play","MATT",0,0,0,1
"2","Kraghammer",1,5,2,"prologue","TRAVIS","a present?",46.807,47.702,0.894999999999996,3,201.117318435755,NA,"role_play","TRAVIS",1,0,0,0
"3","Kraghammer",1,5,3,"prologue","MATT","that i get to open.",47.702,48.718,1.01600000000001,6,354.330708661415,NA,"role_play","MATT",0,0,0,1
"4","Kraghammer",1,5,4,"prologue","LIAM","vat eez zis present? [static]",48.718,50.67,1.952,6,184.426229508197,NA,"role_play","LIAM",1,0,0,0
"5","Kraghammer",1,5,5,"prologue","MATT","i don't know vat zis present eez, but now i get to open zis.",50.67,52.613,1.943,16,494.081317550181,NA,"role_play","MATT",0,0,0,1
"6","Kraghammer",1,5,6,"prologue","MATT","ooh!",52.613,53.279,0.666000000000004,2,180.180180180179,NA,"role_play","MATT",0,0,0,1
"7","Kraghammer",1,5,7,"prologue","MATT","this is for all of us, apparently.",53.279,55.23,1.95099999999999,8,246.027678113789,NA,"role_play","MATT",0,0,0,1
"8","Kraghammer",1,5,8,"prologue","TALIESIN","what kind of sack is that?",55.23,59.024,3.794,7,110.70110701107,NA,"role_play","TALIESIN",1,0,0,0
"9","Kraghammer",1,5,9,"prologue","MATT","it is a big oh, it is a gigantic sack.",59.024,64.247,5.223,11,126.364158529581,NA,"role_play","MATT",0,0,0,1
"10","Kraghammer",1,5,10,"prologue","ORION","ooh, i love gigantic sacks",64.306,65.209,0.903000000000006,5,332.22591362126,NA,"role_play","ORION",1,0,0,0
"11","Kraghammer",1,5,11,"prologue","MATT","oh my god guys, this is, this is amazing!",65.209,66.898,1.68899999999999,10,355.239786856129,NA,"role_play","MATT",0,0,0,1
"12","Kraghammer",1,5,12,"prologue","LAURA","there's a card on it.",66.898,67.873,0.975000000000009,7,430.769230769227,NA,"role_play","LAURA",1,0,0,0
"13","Kraghammer",1,5,13,"prologue","MATT","all right.",67.873,68.722,0.84899999999999,3,212.014134275621,NA,"role_play","MATT",0,0,0,1
"14","Kraghammer",1,5,14,"prologue","LAURA","on the other side.",68.722,69.652,0.930000000000007,5,322.580645161288,NA,"role_play","LAURA",1,0,0,0
"15","Kraghammer",1,5,15,"prologue","MATT","there's a card? oh snap. by the power of #teamnostream, you have the power. by negihama, thank you negihama.",69.652,79.363,9.711,21,129.749768303985,NA,"role_play","MATT",0,0,0,1
"16","Kraghammer",1,5,16,"prologue","MATT","thank you negihama!",79.42,81.026,1.60599999999999,4,149.439601494397,NA,"role_play","MATT",0,0,0,1
"17","Kraghammer",1,5,17,"prologue","MATT","that's amazing, as we now have for the group, a castle greyskull.",81.026,88.263,7.23700000000001,14,116.070194832113,NA,"role_play","MATT",0,0,0,1
"18","Kraghammer",1,5,18,"prologue","MATT","huzzah! yay!",88.263,93.376,5.113,3,35.2043809896343,NA,"role_play","MATT",0,0,0,1
"19","Kraghammer",1,5,19,"prologue","MATT","so during the intro break we're going to go ahead and open this and find a place for it nearby, 'cause this is now representative of the keep that the players have waiting for them at emon once they get out of this horrible mess. anyway guys, welcome to critical role, let's get into those intros, shall we?",93.376,111.36,17.984,61,203.514234875445,NA,"role_play","MATT",0,0,0,1
"20","Kraghammer",1,5,20,"prologue","ASHLEY","pike grew up in the outskirts of town, near the bramblewood. her ancestors were a family of deep gnomes with quite an unfavorable reputation. thievery, destruction, and trickery left them with the curse of the last name of trickfoot. sarenrae, the goddess of healing and redemption, had other plans for pike's great-great-grandfather wilhand, who left his family at a young age after a dream a dream that changed the course of the trickfoot family. wilhand devoted his life to sarenrae, and pledged from then on that him and his family would live a life of service and devotion. as a child, pike seemed to have an affinity to heal. whether it was animals, people, or even flowers, she felt she had a purpose in making things whole that had once been broken. she studied and learned the ways to heal through divine magic. she lived a peaceful life, quiet and simple, until one day, wilhand was captured and almost killed by a group of goliath barbarians. one of the goliaths took a stand against the murder of the innocent gnome, and he himself was beaten, bloodied, and left for dead, abandoned by his herd. wilhand went to pike for help. she prayed, and healed this barbarian as best she could, bringing him back to life. when he awoke, she discovered his name was grog strongjaw. after that, they were the best of friends, a rather unlikely pair. little did she know that in a few years' time, grog would soon return the favor and bring her back from the clutches of death. after being killed in battle, pike felt angry. she wanted to be stronger, so that it would never happen again. she spent four months at sea, training with the men and women aboard a ship called the broken howl. gripping her holy symbol in one hand, and her morningstar in the other, this time, pike is ready.",111.36,234.254,122.894,323,157.696876983417,NA,"role_play","ASHLEY",1,0,0,0
"21","Kraghammer",1,5,21,"prologue","TRAVIS","right, listen up! if you have ale, then you have a friend in grog strongjaw. a goliath of towering height and size, this barbarian has an appetite for the two great loves in his life: combat, women, and ale. wait. easily the brains of the group, grog is often consulted for his vast knowledge of shapes, colors, and shiny things. also ale. in his early years, armed with his two-handed greataxe, grog often enjoyed proving his might amongst the ranks of his family's wandering herd. but after coming upon an unsuspecting elderly gnome in the woods, he objected to the killing of such an innocent life. a creature of impulse, grog felt only pity for this terrified little thing. his disobedience cost him dearly. beaten bloody and banished by the herd leader, his uncle kevdak, grog was abandoned and left to die. exiled from his herd, it was then that the relative of the very gnome he fought to save, saved him. it was the kindness of a gnome cleric named pike that healed grog, bringing him back from death's edge. and they have remained close friends ever since. most nights, grog can be found challenging entire taverns to wrestling matches! or accompanying scanlan to the nearest house where you pay for lady favors. also ale.",234.254,341.81,107.556,220,122.726765591878,NA,"role_play","TRAVIS",1,0,0,0
"22","Kraghammer",1,5,22,"prologue","MARISHA","a first impression of keyleth would leave you with little information on the half-elven druid. you might even think that her social awkwardness due to her sheltered upbringing is kind of sweet. of course, it would be unwise to underestimate her based on first impressions. under that unintimidating petite frame is a vicious beast waiting to be unleashed, whose natural powers have made even the fiercest of champions pee their pants. literally. born to the air tribe of the ashari people, keyleth was raised with a deep love of nature and the elemental magics. it is her people's inherent duty to protect the delicate areas in tal'dorei where the four elemental planes begin to bleed with this realm. since she was a little girl, she had quite a knack for air manipulation and beast shaping abilities. well, if you consider kittens and flying squirrels to be little beasts. which i do. anyways, it wasn't long before the headmaster of the tribe, her father, korren, realized her true prodigious abilities and she was inveterated to succeed him as the next headmaster. just like that, her jovial childhood was stripped and replaced with endless spell memorization, teachings from ancient traditions, and exceedingly high expectations. every druid leader-to-be must embark on a journey to seek out the sister tribes in order to introduce and establish respect amongst the fellow headmasters. they call this the aramente, or noble odyssey. when her father felt she was ready, he set her on the path to truly discovering herself. not knowing when, or if, she will ever return. as she hiked down the mountain towards stillben, she meditated on the task ahead. part of the aramente is proving yourself a strong warrior, a valiant protector, and a wise and compassionate leader. with this knowledge, one thought plays in repeat in her mind: is she even worthy?",341.81,465.96,124.15,316,152.718485702779,NA,"role_play","MARISHA",1,0,0,0
"23","Kraghammer",1,5,23,"prologue","TALIESIN","percy was the third of seven children, born to a noble family who lived far to the north, in the ancient castle of whitestone. with so many siblings to share the burdens of lordship, percy turned his attentions to the sciences, engineering, and naturalism. one day, a mysterious couple, named lord and lady briarwood, came to court. during a feast held in their honor, the briarwoods violently took control of the castle, killing or imprisoning everyone who would stand in their way. percy awoke chained in the dungeon, only to be freed by his younger sister. together they fled, chased by the briarwoods' men. as they ran, percy's sister took several arrows to the chest and fell. percy kept running, eventually jumping into a freezing river and floating unconscious to freedom. he did not remember waking up on a fishing boat. he barely remembered the next two years, as he slowly made his way as far south as possible. then one night, percy had a dream. a roaring cloud of smoke offered him vengeance against those who destroyed his family. when he awoke, percy began to design his first gun.",465.96,539.739,73.7790000000001,192,156.141991623633,NA,"role_play","TALIESIN",1,0,0,0
"24","Kraghammer",1,5,24,"prologue","SAM","oh, you haven't heard of scanlan shorthalt? well, gird your loins, ladies, because he has his eye on you. a talented musician, master of disguise, and dashingly handsome in his own mind, scanlan sings songs almost as much as he sings his own praises. born a poor gnome, scanlan used his endless charm and soaring tenor voice to croon for coin and support his single mother. one day, he was discovered by a half-orc promoter, and joined dr. dranzel's spectacular traveling troupe, where he learned the ways of the world and honed his skills as a bard extraordinaire. a loner much of his life, scanlan has never quite come to terms with the violent death of his mother at the hands of a goblin invasion. while his years on the road provided many, shall we say, educational experiences with the opposite sex, deep down scanlan yearns for the one thing he's never known: the true love of a fellow gnome. still, scanlan considers himself a lover first, performer second, and fighter distant third. on the battlefield, he'll support his allies, but rarely draws blood unless it's to protect fellow gnome, pike. count on scanlan for a hearty laugh, a rollicking song, and a twinkle in his eye that melts hearts and makes the females swoon.",539.739,621.766,82.0269999999999,222,162.385555975472,NA,"role_play","SAM",1,0,0,0
"25","Kraghammer",1,5,25,"prologue","ORION","greetings and salutations. i am tiberius stormwind. i hail from a town called ty'rex, located in the heart of draconia, born from a politically respected family. at the age of 15, i succeeded in passing the sorcerer's rite, showing prodigy-like control of my magic. the judges and the draconian high council were amazed at how powerful my spells were for how long i had been training. at 20 years old, i was the youngest appointed member of the magic guild in draconian history. for the next few years, i almost went mad from the malaise of being a guild member, as it's rather boring. however, one day i happened upon a chamber, unused for quite some time. in the room were stacks of books and maps of the surrounding cities and areas around the known world. for months i would frequent the chamber, and learned of artifacts from legend. after a long period of research, i made a list of artifacts that caught my eye. i brought these findings to the high council and was told that all of the information in the chamber i had stumbled upon was either believed to be fiction, or unsolvable mysteries, and hence were lost forever. i found those answers to be unacceptable. a year later, i devised a ruse and managed to convince the city council to lend support in me leaving draconia on a mission of peace and diplomacy for the surrounding kingdoms, going from town to town and making friends and allies, in and for the name of draconia. being a red dragonborn, i had quite the task on my hands in that respect, but it was exactly what i needed so i could explore the world and find these artifacts, as i felt the truth was out there. some may describe me as buffoonish, but i say poppycock to all that. i am much sharper than most give me credit for. i just don't pay attention to things sometimes. i've also been known to be rather cunning, loyal, happy-go-lucky, and well, dangerous. i can't help but show my true scales every now and then. but overall, i think i'm quite friendly for a dragonborn.",621.766,740.296,118.53,375,189.825360668185,NA,"role_play","ORION",1,0,0,0
"26","Kraghammer",1,5,26,"prologue","LIAM","never entirely welcome in the company of elves or men, vax'ildan learned at a young age to skip past formality, preferring instead to invite himself in your door. along with twin sister vex'ahlia, vax was born by a chance encounter between elven royalty and human peasantry. raised by their mother in their early years, the twins were eventually sent off to their father in the elven capital of syngorn, but their cool reception among the elves there never warmed, and their time in the capital didn't last. the siblings stole away one autumn night and set out on the open road. after a few years of wandering, they eventually decided to return to their mother, and journeyed back to the lands of their youth. but instead of finding their childhood home, they returned to a pile of rubble. their mother was gone, their home burned to ash. pressing the townspeople for answers, they learned of the day the dragon came. with their ties all severed, vax'ildan and his sister set out to find their fortune together in tal'dorei. an outsider since birth, vax quickly learned to solve life's challenges in his own particular way, often by sidestepping them entirely. and when his knack for circumventing adversity isn't enough, the way of blades the elves schooled him in more than makes up the difference.",740.296,829.513,89.217,231,155.351558559467,NA,"role_play","LIAM",1,0,0,0
"27","Kraghammer",1,5,27,"prologue","LAURA","like so many half-elves, vex'ahlia has spent most of her life suffering the cool reception of a people who don't fully accept her. born of a human mother and an elven father who only later in life took an interest in their existence, vex'ahlia and her twin brother vax'ildan quickly realized the only people they could truly rely on in this world were each other. it was at the age of ten when the two were taken from their mother, and brought to live in syngorn, the isolated elven city for which their father was an ambassador. he quietly took them in, but always kept an icy distance, and after too many years of disdainful looks, the pair decided to leave his indifference behind, and set out on their own. vax took to the cities, stealing small trinkets and learning the ways of the thief, while vex kept to the woods. she preferred the isolation. always the keen observer, she learned to hunt and to track, to spy and to shoot. and through a series of fateful events, earned herself a companion in the form of a bear, her own stolen trinket, to fight alongside her and protect her fiercely. also, he is adorable and gives expert massages.",829.513,913.565,84.052,214,152.76257554847,NA,"role_play","LAURA",1,0,0,0
"28","Kraghammer",1,5,28,"prologue","MATT","welcome back, guys. so we finally have pike's video finished, so i hope you got to enjoy that. as a heads-up, too, unfortunately we're going to be down one scanlan due to work, but that's okay, the bard will be in our hearts this evening, and you're welcome to tweet at him angrily to make sure he makes the next session.",913.965,931.62,17.655,67,227.697536108751,NA,"role_play","MATT",0,0,0,1
"29","Kraghammer",1,5,29,"prologue","LAURA","yeah.",931.62,932.783,1.16300000000001,2,103.181427343077,NA,"role_play","LAURA",1,0,0,0
"30","Kraghammer",1,5,30,"prologue","MATT","so, without further ado, let's go and kick into the recap. so, the party has initially been sent down on a mission by the arcanist allura vysoren in search of a halfling paladin who has gone missing, named lady kima of vord. a folk hero and a very respected individual, she went on a vision quest and apparently went alone into kraghammer seeking some sort of great evil that was festering beneath the city, and hasn't been seen for weeks and weeks. the party was hired by her to go and try to find her whereabouts and hopefully bring her back safely. since traversing and meeting individuals in kraghammer, they then spearheaded into the greyspine mines where apparently these monstrosities have been burbling out time and time again over the past few weeks. pushing down, they had encountered umber hulks, they managed to inquire some duergar, which, apparently there's a lot of them down here. duergar being an ashy-skinned, subterranean dark, evil dwarf-type offshoot. one of which had with it a brain-type quadruped that managed to brain spike grog and send him catatonic for a short time. they, wandering through the caverns, discovered there was a duergar war camp across the way from across this large chasm that was currently being run by a general duergar alongside what appeared to be, and what they've now discovered to be, a mind flayer or an illithid. they managed to, upon looking deeper into this cavern, finding hidden behind a waterfall, thanks to the druid and the ranger, completely stealing from the rest of the group their flying carpet, made a very tenuous relationship and alignment with another mind flayer, apparently cast out of his own society, searching to find a way to both get revenge and find his way back into his colony of people. and his name was clarota, lovingly called clarence by the group, probably much to his own chagrin. after which they decided to go ahead and try to extract information from this duergar general, and stop this war camp from preparing itself for battle and attack, seemingly, on kraghammer in the near future. through a strange, crazy plan they came up with, they managed to fly undetected over via flying carpet and eagle, and floating sorcerer, over the entire war camp, made a metal gear run into the center of their main barracks",932.783,1069.544,136.761,402,176.366069274135,NA,"role_play","MATT",0,0,0,1
"31","Kraghammer",1,5,31,"first_half_rp","MATT","threw a bucket of goblin shit into the face of the one mind flayer",1070.947,1075.843,4.89600000000019,14,171.568627450974,NA,"role_play","MATT",0,0,0,1
"32","Kraghammer",1,5,32,"first_half_rp","ASHLEY","whoops.",1075.843,1076.857,1.0139999999999,2,118.343195266284,NA,"role_play","ASHLEY",1,0,0,0
"33","Kraghammer",1,5,33,"first_half_rp","MATT","after which, vax bisected it, pretty much, in one surprise round of attacks that led to a large battle in the center of this building, partway through which ground began to rumble. and then digging a forth from underneath, a bulette, a gargantuan armored, burrowing creature that was hungry and very dangerous that then made the battle that much more intense. a heavy, blood-filled battle later, involved with percy getting his hand caught and firing his gun into the gullet of the beast, eventually it had its armor pulled apart and was defeated by the party. the remnants of the duergar army inside of this building have been destroyed, aside from a few stragglers who have laid their weapons down, and the general now lies beaten, on his knees before the rest of the party. and that is where we pick up and begin. so, as you all are catching your breath, breathing heavily, as the adrenaline slowly leaves the system. looking around this building, with the large hole still glaring through the roof.",1076.857,1130.964,54.107,176,195.16883212893,NA,"role_play","MATT",0,0,0,1
"34","Kraghammer",1,5,34,"first_half_rp","ORION","i'm waving through it.",1130.964,1133.967,3.00300000000016,6,119.880119880114,NA,"role_play","ORION",1,0,0,0
"35","Kraghammer",1,5,35,"first_half_rp","MATT","tiberius is waving through it.",1133.967,1134.966,0.998999999999796,6,360.360360360434,NA,"role_play","MATT",0,0,0,1
"36","Kraghammer",1,5,36,"first_half_rp","LAURA","oh, you're still up top.",1134.966,1136.124,1.15800000000013,7,362.694300518094,NA,"role_play","LAURA",1,0,0,0
"37","Kraghammer",1,5,37,"first_half_rp","MATT","the general's on the ground, warhammer at his side, blackened armor still kind of sizzling with the arcane energy from his temporary banishment via scanlan. he sits there with this kind of gnarled, brackish beard, looking about the rest of you with these wild kind of white-coated eyes. ""so you found your way in. what's your purpose? what do you want from me?""",1136.124,1164.312,28.1879999999999,67,142.613878246063,NA,"role_play","MATT",0,0,0,1
"38","Kraghammer",1,5,38,"first_half_rp","LIAM","well, vax walks right up to him and walks behind him and grabs him by the hair, and right back to this position. let's have a talk.",1164.312,1172.37,8.05799999999999,29,215.934475055845,NA,"role_play","LIAM",1,0,0,0
"39","Kraghammer",1,5,39,"first_half_rp","LAURA","oh.",1172.37,1173.456,1.08600000000001,2,110.497237569059,NA,"role_play","LAURA",1,0,0,0
"40","Kraghammer",1,5,40,"first_half_rp","LIAM","would you care to have a chat?",1173.456,1174.965,1.50900000000001,8,318.091451292243,NA,"role_play","LIAM",1,0,0,0
"41","Kraghammer",1,5,41,"first_half_rp","LAURA","of course i would, thank you.",1174.965,1176.272,1.30700000000002,7,321.346595256308,NA,"role_play","LAURA",1,0,0,0
"42","Kraghammer",1,5,42,"first_half_rp","MATT","""if you want blood, take it. it's all you're getting from me.""",1176.272,1179.244,2.97199999999998,16,323.014804845224,NA,"role_play","MATT",0,0,0,1
"43","Kraghammer",1,5,43,"first_half_rp","TRAVIS","okay, kill him.",1179.244,1180.303,1.0590000000002,4,226.628895184094,NA,"role_play","TRAVIS",1,0,0,0
"44","Kraghammer",1,5,44,"first_half_rp","MATT","no, wait!",1180.303,1181.678,1.375,3,130.909090909091,NA,"role_play","MATT",0,0,0,1
"45","Kraghammer",1,5,45,"first_half_rp","ORION","hold on a second, ask the question.",1181.678,1183.027,1.34899999999993,8,355.819125278001,NA,"role_play","ORION",1,0,0,0
"46","Kraghammer",1,5,46,"first_half_rp","LAURA","we don't want your blood.",1183.027,1184.289,1.26199999999994,7,332.805071315387,NA,"role_play","LAURA",1,0,0,0
"47","Kraghammer",1,5,47,"first_half_rp","ORION","what are we asking?",1184.289,1185.444,1.15499999999997,5,259.740259740266,NA,"role_play","ORION",1,0,0,0
"48","Kraghammer",1,5,48,"first_half_rp","LAURA","we're looking for a halfling. have you seen one?",1185.444,1189.11,3.66599999999994,11,180.032733224226,NA,"role_play","LAURA",1,0,0,0
"49","Kraghammer",1,5,49,"first_half_rp","MATT","""i don't know what you're talking about.""",1189.11,1190.69,1.58000000000015,11,417.721518987301,NA,"role_play","MATT",0,0,0,1
"50","Kraghammer",1,5,50,"first_half_rp","LAURA","a female halfling. she came down here.",1190.69,1193.392,2.702,8,177.646188008882,NA,"role_play","LAURA",1,0,0,0
"51","Kraghammer",1,5,51,"first_half_rp","MATT","""well, she wouldn't have gotten far if she did. not with my people.""",1193.392,1197.162,3.76999999999998,16,254.641909814325,NA,"role_play","MATT",0,0,0,1
"52","Kraghammer",1,5,52,"first_half_rp","LIAM","i take my dagger and stick it in about a centimeter and say, your master is gone, it's just you and your friends here now, i think it's in your best interest to talk. you could walk away from here. you don't have to die if you can play nicely.",1197.162,1215.667,18.5049999999999,54,175.087814104297,NA,"role_play","LIAM",1,0,0,0
"53","Kraghammer",1,5,53,"first_half_rp","ORION","and believe me when i tell you he usually kills everybody. he doesn't give that offer very often.",1215.667,1221.333,5.66600000000017,20,211.789622308501,NA,"role_play","ORION",1,0,0,0
"54","Kraghammer",1,5,54,"first_half_rp","MATT","go ahead and make an intimidation roll with advantage.",1223.712,1227.072,3.3599999999999,10,178.571428571434,NA,"role_play","MATT",0,0,0,1
