"","arc","arc_no","episode","turn_number","segment","actor","text","start_turn","end_turn","time_in_sec","word_count","words_per_minute","encounter_count","rp_combat","actor_guest","vox_machina","guest","staff","matt"
"1","End",8,114,1,"prologue","MATT","hello, everyone, and welcome to tonight's episode of critical role, where a bunch of us nerdy-ass voice actors sit around and play dungeons and dragons.",0.408,5.485,5.077,28,330.904077210951,NA,"role_play","MATT",0,0,0,1
"2","End",8,114,2,"prologue","TRAVIS","no, we don't want to!",5.485,7.747,2.262,7,185.676392572944,NA,"role_play","TRAVIS",1,0,0,0
"3","End",8,114,3,"prologue","MATT","tonight should be a very unique and climactic evening. i'm glad you could join us for it. before we jump into it, we have some quick announcements to get through. first and foremost, our episode tonight is brought to you by our friends at marvel puzzle quest. thank you so much again for coming and being so supportive of the show. sam! you have a word to say?",7.747,29.861,22.114,70,189.924934430677,NA,"role_play","MATT",0,0,0,1
"4","End",8,114,4,"prologue","SAM","marvel puzzle quest has epic news, guys! they're celebrating four years strong, starting today! today, it's literally the only thing on my mind. when i heard that rogue and the other x-men are kicking off the celebration, i was like, """"vecna who?!"""" forget that an immortal psychopath will probably wipe out three years of hard work on this show! give me marvel puzzle quest! today, october 5th, is a big day. not because we're facing the ultimate harbinger of doom who will surely cut short our lives and story, no, but because, in 11 days, on october 16th until then marvel puzzle quest gives you free gifts! double xp rewards, including the all-new x-men versus apocalypse event, which is the only event i'm thinking of, and the only event that kept me awake last night in a cold sweat until 4:00am. a cold sweat of excitement for marvel puzzle quest! did i mention that you can recruit gambit for the first time? i'm not crying inside anymore! did i also mention nightcrawler is coming later this month? nightcrawler, who can teleport around and isn't frozen with fear, contemplating his inevitable demise two hours from now, at the hands of a one-eyed master of hell who will destroy everything and everyone we've loved! so download marvel puzzle quest now for free on apple and android devices because i'm so happy!",29.861,121.972,92.111,243,158.287283820608,NA,"role_play","SAM",1,0,0,0
"5","End",8,114,5,"prologue","TRAVIS","written through wine and tears.",121.972,125.593,3.62100000000001,6,99.4200497100246,NA,"role_play","TRAVIS",1,0,0,0
"6","End",8,114,6,"prologue","MATT","thank you, sam, and thank you, marvel puzzle quest. do we have any merch updates, laura?",125.593,132.979,7.38600000000001,17,138.099106417547,NA,"role_play","MATT",0,0,0,1
"7","End",8,114,7,"prologue","LAURA","there's shirts and there's hats and there's hoodies! and there's tarot cards, and no, but seriously, the shirt of matt, of our evil dm who's about to kill us all, you can get a shirt that has his face on it, evilly smirking, so it's perfect.",132.979,151.391,18.412,53,172.713447751467,NA,"role_play","LAURA",1,0,0,0
"8","End",8,114,8,"prologue","TALIESIN","the last thing vox machina ever sees, immortalized on a shirt. it's the grinning face of our destroyer.",151.391,157.429,6.03800000000001,20,198.741305067903,NA,"role_play","TALIESIN",1,0,0,0
"9","End",8,114,9,"prologue","LAURA","check it out! there's a ton of stuff available! it's great. and we've got some really awesome stuff coming up for the holidays, too, so keep that in mind.",157.429,166.187,8.75800000000001,33,226.079013473395,NA,"role_play","LAURA",1,0,0,0
"10","End",8,114,10,"prologue","LIAM","like critical role urns to hold the ashes of your friends!",166.187,168.567,2.38,12,302.521008403362,NA,"role_play","LIAM",1,0,0,0
"11","End",8,114,11,"prologue","LAURA","terrible.",168.567,170.96,2.393,2,50.1462599247806,NA,"role_play","LAURA",1,0,0,0
"12","End",8,114,12,"prologue","LIAM","it's me.",170.96,173.719,2.75899999999999,4,86.988039144618,NA,"role_play","LIAM",1,0,0,0
"13","End",8,114,13,"prologue","MATT","for the critical role podcast on itunes, we have now up to episode 55 released. hopefully have more announcements as it goes up, as more episodes are available. so go check it out. slowly getting",173.719,186.88,13.161,35,159.562343286984,NA,"role_play","MATT",0,0,0,1
"14","End",8,114,14,"prologue","MATT","caught up, piece by piece. once again, our comic, origins, critical role comic through dark horse, is available. we're going to have a new issue coming up in the near future, so very soon. issue two. excited for you guys to see it. talks machina is this tuesday, of course, about this episode. 7:00pm pacific time, here on twitch and alpha, for our wonderful host, brian w. foster. we can all drink together on set. don't forget to submit any of your fanart or gifs to submit@talksmachina.com. do you have a wednesday club episode coming up, too?",186.88,224.663,37.783,103,163.565624751872,NA,"role_play","MATT",0,0,0,1
"15","End",8,114,15,"prologue","TALIESIN","we do. it's october, which is wonderful and great. we're going to be covering monsters. we're doing monster books. we're going to be talking about the origins of groot and some of the big creepy monsters of yesteryear, and some modern creepy monster books. i, vampire, and etc. fun.",224.663,245.571,20.908,54,154.964606849053,NA,"role_play","TALIESIN",1,0,0,0
"16","End",8,114,16,"prologue","MATT","fantastic. thank you, taliesin. also, apparently, twitch has extended sub-tember all the way to sub-tober! or at least, up until twitch con, which is in a few weeks. so if you're a first time sub, you get half off for a few more weeks on every channel. if you want to support this or any of your other favorite channels on twitch, now is the time to do it before this goes away, or it becomes sub-vember. so check it out, and awesome! that is all of our announcements, guys.",245.571,276.296,30.725,95,185.516680227828,NA,"role_play","MATT",0,0,0,1
"17","End",8,114,17,"prologue","TRAVIS","wait, wait.",276.296,278.52,2.22399999999999,3,80.9352517985615,NA,"role_play","TRAVIS",1,0,0,0
