"","arc","arc_no","episode","turn_number","segment","actor","text","start_turn","end_turn","time_in_sec","word_count","words_per_ms","encounter_count","rp_combat","actor_guest","vox_machina","guest","staff","matt"
"1","Kraghammer",1,110,1,"proglog","MATT","we've just returned from the chaos of gen con, which was awesome, and we're all still recovering from that chaos. it was a very high-energy weekend. we got to meet a lot of you guys out there. didn't get to meet enough of you. there's only so much time in the weekend, and those that we didn't, we'll hopefully get a chance to meet you at a future event. the live show went really well. we hope people who were there enjoyed it. let's see. we have laura and travis coming in hot right now. they'll be here as soon as they can. in the interim, couple announcements, couple fun things. one, there will not be a standard episode of critical role next week because me, taliesin, marisha, laura, and travis will be off in the desert somewhere. instead, there will be a one-shot being run by none other than the wonderful, illustrious, talented sam riegel. his first game of any roleplaying game he's ever dmed before.",0.099,51.095,50.996,179,0.00351007922189976,NA,NA,"MATT",0,0,0,1
"2","Kraghammer",1,110,2,"proglog","SAM","i was just learning how to dm from matt about a minute ago! and i think i know.",51.095,58.563,7.468,19,0.00254418853776111,NA,NA,"SAM",1,0,0,0
"3","Kraghammer",1,110,3,"proglog","MATT","i think you've got this. you want to talk about any of the people who will be playing with you?",58.563,63.971,5.40799999999999,22,0.00406804733727811,NA,NA,"MATT",0,0,0,1
"4","Kraghammer",1,110,4,"proglog","SAM","sure! my players that i will be controlling that's how it works, right, matt? my players will be the talented and charming liam o'brien: dagger, dagger, dagger, dagger, dagger; the charming and cabbage-smelling brian foster; friend of the show and charming everything, mary elizabeth mcglynn; young ashly burch, pulling some shit out of her ass, i'm sure, which is going to be awesome; and then a player we have not played with yet. he's a lovely voice actor and a talented man: eric bauza. look him up on imdb. he's the voice of everything.",63.971,118.527,54.556,101,0.00185130874697558,NA,NA,"SAM",1,0,0,0
"5","Kraghammer",1,110,5,"proglog","LIAM","bauza is funny as fuck.",118.527,120.951,2.42399999999999,6,0.00247524752475248,NA,NA,"LIAM",1,0,0,0
"6","Kraghammer",1,110,6,"proglog","SAM","he has never played dungeons and dragons before.",120.951,123.565,2.614,9,0.00344299923488905,NA,NA,"SAM",1,0,0,0
"7","Kraghammer",1,110,7,"proglog","MATT","i'm legitimately sad that we're gone next week. just so we can't be in the wings, to watch it in person.",123.565,130.334,6.76900000000001,25,0.00369330772639976,NA,NA,"MATT",0,0,0,1
"8","Kraghammer",1,110,8,"proglog","MARISHA","we'll have a lot of road time to watch it on the way back.",130.334,132.809,2.47499999999999,16,0.00646464646464648,NA,NA,"MARISHA",1,0,0,0
"9","Kraghammer",1,110,9,"proglog","LIAM","with bauza at the table, any celebrity could show up. he can impersonate anybody. anybody.",132.809,140.379,7.56999999999999,16,0.00211360634081902,NA,NA,"LIAM",1,0,0,0
"10","Kraghammer",1,110,10,"proglog","MATT","he has about five or six years before he becomes the voiceover industry. the living embodiment of it. absorbs us like end of akira. so that's going to be fun. look forward to that next week. let's see, what else?",140.379,154.958,14.579,43,0.00294944783592839,NA,NA,"MATT",0,0,0,1
"11","Kraghammer",1,110,11,"proglog","SAM","merch, laura oh.",154.958,157.572,2.614,4,0.00153022188217291,NA,NA,"SAM",1,0,0,0
"12","Kraghammer",1,110,12,"proglog","LIAM","oh, there's some stuff in the store!",157.572,160.361,2.78899999999999,9,0.00322696306920045,NA,NA,"LIAM",1,0,0,0
"13","Kraghammer",1,110,13,"proglog","MARISHA","oh man! so many good things!",160.361,165.266,4.905,7,0.00142711518858308,NA,NA,"MARISHA",1,0,0,0
"14","Kraghammer",1,110,14,"proglog","LIAM","okay, go to geek and sundry's dot com, whatever the store is!",165.266,170.158,4.892,14,0.00286181520850368,NA,NA,"LIAM",1,0,0,0
"15","Kraghammer",1,110,15,"proglog","MATT","you're going to get the shit beat out of you. she's watching it right now.",170.158,179.324,9.16600000000003,18,0.00196377918394064,NA,NA,"MATT",0,0,0,1
"16","Kraghammer",1,110,16,"proglog","TALIESIN","oh. well, then you're in trouble.",179.324,185.4,6.07599999999999,8,0.00131665569453588,NA,NA,"TALIESIN",1,0,0,0
"17","Kraghammer",1,110,17,"proglog","SAM","is there a book update? is there a sticker update? is there a shirt update?",185.4,190.229,4.82900000000001,16,0.00331331538620832,NA,NA,"SAM",1,0,0,0
"18","Kraghammer",1,110,18,"proglog","MARISHA","there is a sticker update. we found them. the mail has found them from where usps quite literally lost them. i think the distributor found them and now they're bringing some back to the distributor so they can be sent back to us, and then we will be dropping those in the mail.",190.229,211.159,20.93,55,0.00262780697563307,NA,NA,"MARISHA",1,0,0,0
"19","Kraghammer",1,110,19,"proglog","MATT","we'll be giving those to everyone who was there at gen con and signed up. whatever's left over, we'll get announcements up as to how we can get those to some folks, as well. we've got a process on that one. the tal'dorei campaign guide went well, apparently, at gen con. people seemed to like it. i hope you like it. i know they're pushing hard to get those orders out, all pre-orders, by midto late-september. so follow @greenroninpub at twitter for any updates on when those'll be going out. thank you very much.",211.159,240.343,29.184,104,0.00356359649122807,NA,NA,"MATT",0,0,0,1
"20","Kraghammer",1,110,20,"proglog","LIAM","we should probably re-announce the art book that we're making. there's an art book that's happening. it's going to hit in the fall, at some point. it's amazing. we've seen it. we've held an approximation of it.",240.343,251.271,10.928,46,0.00420937042459737,NA,NA,"LIAM",1,0,0,0
"21","Kraghammer",1,110,21,"proglog","MATT","we've all sobbed silently as we've looked through it.",251.271,253.263,1.99200000000002,12,0.00602409638554211,NA,NA,"MATT",0,0,0,1
"22","Kraghammer",1,110,22,"proglog","LIAM","it's beautiful.",253.263,255.337,2.07399999999998,4,0.00192864030858246,NA,NA,"LIAM",1,0,0,0
"23","Kraghammer",1,110,23,"proglog","MATT","it's the phenomenal celebration of everything that you guys have put together around this game and i'm so excited for you guys to see it.",255.337,264.234,8.89699999999999,28,0.00314712824547601,NA,NA,"MATT",0,0,0,1
"24","Kraghammer",1,110,24,"proglog","MARISHA","it feels like a time capsule, but in a book.",264.234,267.57,3.33600000000001,11,0.00329736211031174,NA,NA,"MARISHA",1,0,0,0
"25","Kraghammer",1,110,25,"proglog","LIAM","and as long as we're vamping, i've seen some of that comic book, man. it's looking good. it's under the table in my bag. it looks so good.",267.57,278.408,10.838,33,0.00304484222181214,NA,NA,"LIAM",1,0,0,0
"26","Kraghammer",1,110,26,"proglog","MATT","our buddy mr. colville's done a fine job. olivia's done an amazing job, as well. everyone involved has been great.",278.408,288.331,9.923,23,0.00231784742517384,NA,NA,"MATT",0,0,0,1
"27","Kraghammer",1,110,27,"proglog","MARISHA","it's so cute. we love it.",288.331,291.237,2.90600000000001,8,0.00275292498279421,NA,NA,"MARISHA",1,0,0,0
"28","Kraghammer",1,110,28,"proglog","SAM","i think we've stalled all we can stall, right? by the way, the reason travis and laura are not here is because we all brought our dice and our little character sheets to indianapolis, and they left theirs at home, so they drove home to go get it.",291.237,307.886,16.649,50,0.00300318337437684,NA,NA,"SAM",1,0,0,0
"29","Kraghammer",1,110,29,"proglog","MARISHA","yeah. because you need a character sheet. it's important when you've crawled into a mountain's butt.",307.886,315.806,7.91999999999996,20,0.00252525252525254,NA,NA,"MARISHA",1,0,0,0
"30","Kraghammer",1,110,30,"proglog","MATT","yeah. that's what the name of this module is going to be: crawling into the mountain's butt. gygax would be proud.",315.806,322.672,6.86600000000004,24,0.00349548499854353,NA,NA,"MATT",0,0,0,1
"31","Kraghammer",1,110,31,"proglog","LIAM","we're behind his meniscus, right? aren't we in his knee?",322.672,326.508,3.83599999999996,13,0.00338894681960379,NA,NA,"LIAM",1,0,0,0
"32","Kraghammer",1,110,32,"proglog","MATT","hip joint.",326.508,330.531,4.02300000000002,3,0.000745712155108124,NA,NA,"MATT",0,0,0,1
"33","Kraghammer",1,110,33,"proglog","LIAM","oh, real close to the butt, yeah!",330.531,332.9,2.36899999999997,8,0.0033769523005488,NA,NA,"LIAM",1,0,0,0
"34","Kraghammer",1,110,34,"proglog","MARISHA","right in that sciatic nerve.",332.9,337.296,4.39600000000002,6,0.0013648771610555,NA,NA,"MARISHA",1,0,0,0
"35","Kraghammer",1,110,35,"proglog","MATT","bringing it into territory i'm very familiar with right now.",337.296,342.881,5.58499999999998,12,0.00214861235452105,NA,NA,"MATT",0,0,0,1
"36","Kraghammer",1,110,36,"proglog","MARISHA","can we do that? can we find pressure points and take him down with acupressure?",342.881,347.868,4.98700000000002,16,0.0032083416883898,NA,NA,"MARISHA",1,0,0,0
"37","Kraghammer",1,110,37,"proglog","MATT","that's up to you guys. oh, and for next week, for talks, i believe you're doing a special talks machina?",347.868,356.462,8.59399999999999,23,0.00267628578077729,NA,NA,"MATT",0,0,0,1
"38","Kraghammer",1,110,38,"proglog","LIAM","we're doing something. we're going to fuck around.",356.462,359.773,3.31100000000004,11,0.00332225913621259,NA,NA,"LIAM",1,0,0,0
"39","Kraghammer",1,110,39,"proglog","SAM","i don't actually know. i'm laser-focused on my shitty one-shot.",359.773,365.048,5.27499999999998,15,0.00284360189573461,NA,NA,"SAM",1,0,0,0
"40","Kraghammer",1,110,40,"proglog","LIAM","brian and i are chatting about it. you'll be naked.",365.048,369.118,4.06999999999999,12,0.00294840294840295,NA,NA,"LIAM",1,0,0,0
"41","Kraghammer",1,110,41,"proglog","MARISHA","thanks for tanking the week for us.",369.118,372.046,2.928,8,0.00273224043715847,NA,NA,"MARISHA",1,0,0,0
"42","Kraghammer",1,110,42,"proglog","SAM","we're also doing wednesday club, me and liam. we're going to be talking about my favorite book, hellboy.",372.046,379.604,7.55799999999999,21,0.00277851283408309,NA,NA,"SAM",1,0,0,0
"43","Kraghammer",1,110,43,"proglog","LIAM","i'm going to be bringing in a bag of bazooka joe comics, from the gum.",379.604,384.13,4.52600000000001,17,0.00375607600530269,NA,NA,"LIAM",1,0,0,0
"44","Kraghammer",1,110,44,"proglog","MARISHA","oh, i have something i can stall time with. for those who didn't catch the debut episode of one night only, it was awesome. we talked about sagas of sundry: dread. we dressed up. we made it an event. one night only is our special event series that we are attempting to do monthly, is the goal. where we bring you people from your favorite fandom in entertainment and pop culture and get to ask questions with them, panel-style. inside the actors studio style.",384.13,428.524,44.394,87,0.00195972428706582,NA,NA,"MARISHA",1,0,0,0
"45","Kraghammer",1,110,45,"proglog","SAM","are you james lipton in this equation?",428.524,432.265,3.74099999999999,8,0.00213846565089549,NA,NA,"SAM",1,0,0,0
"46","Kraghammer",1,110,46,"proglog","MARISHA","well, it was darin de paul this past week. we're going to switch it up, depending on what the subject matter is. i really want to do a jpl one night only, where we bring all the smart scientist dudes from nasa.",432.265,452.131,19.866,44,0.00221483942414175,NA,NA,"MARISHA",1,0,0,0
"47","Kraghammer",1,110,47,"proglog","LIAM","i'm sure there are critters in space-x.",452.131,456.082,3.95100000000002,10,0.00253100480890912,NA,NA,"LIAM",1,0,0,0
"48","Kraghammer",1,110,48,"proglog","MARISHA","and then for those who missed it, we announced at the end of one night only that there will be a season two of sagas of sundry, entitled madness.",456.082,474.468,18.386,30,0.00163167627542695,NA,NA,"MARISHA",1,0,0,0
"49","Kraghammer",1,110,49,"proglog","TALIESIN","yeah, suddenly i showed up and there's 30 yards of red velvet that i've been begging for.",474.468,480.848,6.38,20,0.00313479623824452,NA,NA,"TALIESIN",1,0,0,0
"50","Kraghammer",1,110,50,"proglog","LIAM","boy, let me tell you what i had for lunch today.",480.848,484.277,3.42899999999997,12,0.00349956255468069,NA,NA,"LIAM",1,0,0,0
"51","Kraghammer",1,110,51,"proglog","SAM","we're essentially doing an episode of allworknoplay right now. should we start? maybe by the time you're done",484.277,495.772,11.495,20,0.00173988690735102,NA,NA,"SAM",1,0,0,0
"52","Kraghammer",1,110,52,"proglog","MATT","i think at this point, we need to.",495.772,497.721,1.94900000000001,9,0.00461775269368904,NA,NA,"MATT",0,0,0,1
"53","Kraghammer",1,110,53,"proglog","LIAM","i will jaeger pike, grog, and vex. it will be fine. ""titties. let's do it.""",497.721,507.637,9.916,17,0.00171440096813231,NA,NA,"LIAM",1,0,0,0
"54","Kraghammer",1,110,54,"proglog","MATT","anyway. that being the case, as we await the return of two of our players, let us begin tonight's journey on tonight's episode of critical role. [dramatic music]",507.637,616.368,108.731,31,0.000285107283111532,NA,NA,"MATT",0,0,0,1
"55","Kraghammer",1,110,55,"proglog","MATT","hello, and welcome back. so. last we left off on this adventure",616.441,630.372,13.9309999999999,12,0.000861388270763051,NA,NA,"MATT",0,0,0,1
"56","Kraghammer",1,110,56,"proglog","MATT","goddamn it, liam. last we left off on this adventure, vox machina had been counting down their preparations to the eventual showdown and second battle with vecna, whom they discovered recently had completed his ascension into godhood, the only god on the prime material plane. not knowing what his plans were, you began to bring together what information you had, upon gathering blessings from different deities and pieces of their divinity to craft the prime trammels, a device that was once used to seal the chained oblivion, long ago. you traveled deep beneath the volcano of scaldseat, beneath the ocean, off the coast of issylra. between percival and grog's newfound imbuement of skills and knowledge via ioun, you managed to successfully defeat the guardian, craft the trammels and return to vasselheim, where you discovered via pike that there was a council meeting happening within the platinum sanctuary. there you met up with the hand of ord.",630.372,696.312,65.9400000000001,158,0.00239611768274188,NA,NA,"MATT",0,0,0,1
"57","Kraghammer",1,110,57,"first_half","MARISHA","yeah, everyone was there.",696.312,700.459,4.14699999999993,5,0.00120569086086329,NA,"role_play","MARISHA",1,0,0,0
