"","Episode","startTime","endTime","Actor","Text","vox_machina","guest","staff","Matt","Arc","Arc_no","timeDiffInSecs","wordCount","WordsPerMillisec","segment","encounter_count","rp_combat","turn_number","CR_GUEST"
"1",61,0,3.648,"MATT","welcome, everyone, to tonight's episode of critical role, where a bunch of us nerdy-ass voice actors sit around, roll dice, and play dungeons and dragons. we are back after a week hiatus in which we were at san diego comic-con!",0,0,0,1,"Vestiges",5,3.648,44,0.0120614035087719,"proglog",NA,NA,1,"MATT"
"2",61,14.214,21.28,"MATT","we are recovering, some more than others, from comic-con. but we had a great time. fantastic turnout. it was great to meet all those wonderful critters that got out there, you guys were awesome. the panels were sufficiently ridiculous. and yeah, it was a good time had by all. if you weren't there, i know geek and sundry put up the panels, the videos from the panels up on the website, geekandsundry.com, so you can check them out there. speaking of cool events, we're actually going to be at gencon next week.",0,0,0,1,"Vestiges",5,7.066,97,0.013727710161336,"proglog",NA,NA,2,"MATT"
"3",61,45.121,46.349,"SAM","what?",1,0,0,0,"Vestiges",5,1.22799999999999,2,0.00162866449511401,"proglog",NA,NA,3,"SAM"
"4",61,46.349,52.585,"MATT","i know, it's crazy! i am at a series of panels all throughout the weekend, many of them voiceover-related.",0,0,0,1,"Vestiges",5,6.236,22,0.00352790250160359,"proglog",NA,NA,4,"MATT"
"5",61,53.831,55.946,"LAURA","because you're special.",1,0,0,0,"Vestiges",5,2.11499999999999,5,0.00236406619385343,"proglog",NA,NA,5,"LAURA"
"6",61,55.946,59.788,"MATT","because my manager got to them first.",0,0,0,1,"Vestiges",5,3.842,8,0.00208224882873503,"proglog",NA,NA,6,"MATT"
"7",61,61.772,66.172,"MATT","we're going to have signings i believe on friday, or is it friday or saturday?",0,0,0,1,"Vestiges",5,4.4,17,0.00386363636363637,"proglog",NA,NA,7,"MATT"
"8",61,66.172,67.111,"LAURA","saturday.",1,0,0,0,"Vestiges",5,0.939000000000007,2,0.00212992545260914,"proglog",NA,NA,8,"LAURA"
"9",61,67.111,68.817,"MATT","saturday, we'll have signings",0,0,0,1,"Vestiges",5,1.70599999999999,5,0.00293083235638923,"proglog",NA,NA,9,"MATT"
"10",61,68.817,71.256,"MARISHA","in which we have a new poster.",1,0,0,0,"Vestiges",5,2.43900000000001,8,0.00328003280032799,"proglog",NA,NA,10,"MARISHA"
