"","arc","arc_no","episode","turn_number","segment","actor","text","start_turn","end_turn","time_in_sec","word_count","words_per_ms","encounter_count","rp_combat","actor_guest","vox_machina","guest","staff","matt"
"1","Vestiges",5,64,1,"proglog","MATT","hello, everyone, and welcome to tonight's episode of critical role, where a bunch of us nerdy-ass voice actors sit around playing dungeons and dragons and say inappropriate things before the camera starts.",0.093,4.504,4.411,35,0.00793470868283836,NA,NA,"MATT",0,0,0,1
"2","Vestiges",5,64,2,"proglog","TRAVIS","every time!",10.804,12.33,1.526,3,0.00196592398427261,NA,NA,"TRAVIS",1,0,0,0
"3","Vestiges",5,64,3,"proglog","MATT","anyway, we have back in person our illustrious rogue, vax'ildan.",12.33,19.954,7.624,12,0.00157397691500525,NA,NA,"MATT",0,0,0,1
"4","Vestiges",5,64,4,"proglog","TRAVIS","welcome back, baby!",19.954,22.117,2.163,4,0.00184928340268146,NA,NA,"TRAVIS",1,0,0,0
"5","Vestiges",5,64,5,"proglog","MATT","happy to have you back. let's get through our announcements quickly so we can hop into the game, because we have a lot to discuss. a lot of things to see. a lot of places to go. first and foremost, if we can give an awesome shout-out to our sponsor loot crate. once again been awesome to the show. once again, they have their theme this month. sam, did you want to say a thing or two?",22.117,27.136,5.019,80,0.0159394301653716,NA,NA,"MATT",0,0,0,1
"6","Vestiges",5,64,6,"proglog","SAM","the theme this month is sam.",43.727,45.237,1.51000000000001,7,0.00463576158940396,NA,NA,"SAM",1,0,0,0
"7","Vestiges",5,64,7,"proglog","SAM","it's an odd theme. it's all shirts that i've worn. no, the theme this month for loot crate is the anti-hero. that's part of the loot crate theme and the loot wear theme. not just the box, but the bag as well. but you know what i love?",47.162,53.425,6.263,54,0.00862206610250679,NA,NA,"SAM",1,0,0,0
"8","Vestiges",5,64,8,"proglog","MATT","what do you love, sam?",62.801,64.659,1.858,6,0.00322927879440258,NA,NA,"MATT",0,0,0,1
"9","Vestiges",5,64,9,"proglog","SAM","i love toys. i love socks. i love shirts. i love posters. i love collectibles. i love pins. i love boxes. and i love deals. and you can get all of those things in combination if you get a subscription to loot crate. if you use lootcrate.com/ that's a forward slash criticalrole, you will be instantly shown a showcase of all the loot crate offerings. and you'll get three, not one, not two, a little less than four, but $3 off a monthly subscription.",64.659,70.18,5.521,88,0.0159391414598805,NA,NA,"SAM",1,0,0,0
"10","Vestiges",5,64,10,"proglog","LAURA","it's just the first month. it's just $3 off the very first month.",99.943,104.815,4.872,16,0.00328407224958949,NA,NA,"LAURA",1,0,0,0
"11","Vestiges",5,64,11,"proglog","SAM","well, that's not as good.",104.815,106.945,2.13,7,0.00328638497652583,NA,NA,"SAM",1,0,0,0
