"","arc","arc_no","episode","turn_number","segment","actor","text","start_turn","end_turn","time_in_sec","word_count","words_per_ms","encounter_count","rp_combat","actor_guest","vox_machina","guest","staff","matt"
"1","Kraghammer",1,115,1,"proglog","MATT","hello, everyone, and welcome to tonight's episode of critical role, where a bunch of us nerdy-ass voice actors sit around and play dungeons and dragons. glad you could join us for what is essentially the final and epilogue episode of our five-year campaign. we're excited you guys could come join us.",0.766,16.653,15.887,56,0.00352489456788569,NA,NA,"MATT",0,0,0,1
"2","Kraghammer",1,115,2,"proglog","SAM","not the final episode of the show!",16.653,17.988,1.335,8,0.00599250936329588,NA,NA,"SAM",1,0,0,0
"3","Kraghammer",1,115,3,"proglog","MATT","we will return. we're looking probably at the start of the new year with a new campaign, new characters.",17.988,24.736,6.748,21,0.00311203319502075,NA,NA,"MATT",0,0,0,1
"4","Kraghammer",1,115,4,"proglog","LAURA","but we'll have one-shots and stuff in between.",24.736,26.651,1.915,11,0.00574412532637076,NA,NA,"LAURA",1,0,0,0
"5","Kraghammer",1,115,5,"proglog","MATT","yeah, we'll have fun stuff to break it up and give us some time to let off some steam in the meantime. but before we get into tonight's game, let's get through some quick announcements. first off, we wanted to give a shout out. if you guys haven't seen it yet, shadow of war just came out, the sequel to shadow of mordor. a bunch of us have worked on it and if you haven't seen, we had the opportunity to do a cool thing with wb games and the folks at monolith. we did a shadow of war one-shot that was uploaded as a two-parter.",26.651,50.776,24.125,114,0.00472538860103627,NA,NA,"MATT",0,0,0,1
"6","Kraghammer",1,115,6,"proglog","LAURA","it was so much fun!",50.776,52.387,1.611,6,0.00372439478584731,NA,NA,"LAURA",1,0,0,0
"7","Kraghammer",1,115,7,"proglog","LIAM","you were so cute, all of you. it was the cutest orc adventure that ever happened.",52.387,57.335,4.948,17,0.0034357316087308,NA,NA,"LIAM",1,0,0,0
"8","Kraghammer",1,115,8,"proglog","SAM","you watched it?",57.335,59.481,2.146,4,0.00186393289841566,NA,NA,"SAM",1,0,0,0
"9","Kraghammer",1,115,9,"proglog","LIAM","both episodes.",59.481,61.127,1.646,3,0.00182260024301336,NA,NA,"LIAM",1,0,0,0
"10","Kraghammer",1,115,10,"proglog","LAURA","thanks bro!",61.127,62.518,1.391,3,0.00215672178289001,NA,NA,"LAURA",1,0,0,0
"11","Kraghammer",1,115,11,"proglog","MATT","it was a lot of fun. we had sam, laura, travis, and the illustrious darin de paul as our four orcs and/or olog-hai, charging their way through mordor in hopes of victory spoils and all that.",62.518,73.897,11.379,39,0.00342736620089639,NA,NA,"MATT",0,0,0,1
"12","Kraghammer",1,115,12,"proglog","LAURA","it's <i>real</i> fun to be stupid.",73.897,76.789,2.892,10,0.00345781466113417,NA,NA,"LAURA",1,0,0,0
"13","Kraghammer",1,115,13,"proglog","TRAVIS","i don't know what you're talking about.",76.789,79.292,2.503,10,0.00399520575309628,NA,NA,"TRAVIS",1,0,0,0
"14","Kraghammer",1,115,14,"proglog","MATT","so i recommend checking it out if you haven't yet. merch update, laura?",79.292,83.251,3.959,15,0.0037888355645365,NA,NA,"MATT",0,0,0,1
"15","Kraghammer",1,115,15,"proglog","LIAM","wait! something i can say now. i didn't have the green light, but i am in that game. i had to fib and say that i wasn't in that game, but i'm in that game! i am back as gollum! and i run around and i do this, and i do this, and i do this, and i do this. tasty fish!",83.251,104.043,20.792,66,0.00317429780684879,NA,NA,"LIAM",1,0,0,0
"16","Kraghammer",1,115,16,"proglog","MATT","if you guys haven't seen liam's gollum in the games, it's the most ridiculous",104.043,109.997,5.95399999999999,17,0.00285522337924085,NA,NA,"MATT",0,0,0,1
"17","Kraghammer",1,115,17,"proglog","TRAVIS","also to point out, you did the full mo-cap for it. not just the vo.",109.997,114.824,4.827,17,0.0035218562253988,NA,NA,"TRAVIS",1,0,0,0
"18","Kraghammer",1,115,18,"proglog","LIAM","broke my back, scuttled around like i was a young buck, which i'm not. it was great!",114.824,120.809,5.985,19,0.00317460317460318,NA,NA,"LIAM",1,0,0,0
"19","Kraghammer",1,115,19,"proglog","LAURA","i wish i still had the video of you that you sent me after you first started, yeah. when he first started playing gollum, he sent me this video of him running around his living room, jumping up on his couch, then running over and jumping up your entertainment system or something.",120.809,136.423,15.614,53,0.00339438965031382,NA,NA,"LAURA",1,0,0,0
"20","Kraghammer",1,115,20,"proglog","LIAM","i put my laptop on the coffee table, i hit click, and i started going",136.423,140.376,3.953,15,0.00379458639008348,NA,NA,"LIAM",1,0,0,0
"21","Kraghammer",1,115,21,"proglog","LAURA","it was so amazing.",140.376,142.605,2.22899999999998,5,0.00224315836698072,NA,NA,"LAURA",1,0,0,0
"22","Kraghammer",1,115,22,"proglog","LIAM","because i'm a nerd.",142.605,144.752,2.14700000000002,6,0.00279459711224962,NA,NA,"LIAM",1,0,0,0
"23","Kraghammer",1,115,23,"proglog","MATT","awesome. well, thank you for the follow-up on that, liam. laura?",144.752,149.262,4.50999999999999,13,0.00288248337028825,NA,NA,"MATT",0,0,0,1
"24","Kraghammer",1,115,24,"proglog","LAURA","oh, well, technically, i have to shove this one to liam and taliesin, as well.",149.262,155.141,5.87899999999999,16,0.00272155128423202,NA,NA,"LAURA",1,0,0,0
"25","Kraghammer",1,115,25,"proglog","TALIESIN","i feel like we've been doing the thing for a while now.",155.141,159.999,4.858,14,0.00288184438040346,NA,NA,"TALIESIN",1,0,0,0
"26","Kraghammer",1,115,26,"proglog","LIAM","yeah, like when parents have a baby, you don't see them for a while. they're with that baby every hour, every minute.",159.999,175.311,15.312,25,0.00163270637408568,NA,NA,"LIAM",1,0,0,0
"27","Kraghammer",1,115,27,"proglog","LIAM","oh my gosh, it's the new art book! oh my god, it's gorgeous! i took it out of the ark of the covenant, and here it is!",175.311,183.178,7.86699999999999,30,0.00381339773738401,NA,NA,"LIAM",1,0,0,0
"28","Kraghammer",1,115,28,"proglog","LAURA","okay, i should qualify this, because it's not in the store yet, you guys, so don't go to the store and freak out. it just came into the office.",183.178,192.611,9.43299999999999,32,0.00339234601929397,NA,NA,"LAURA",1,0,0,0
"29","Kraghammer",1,115,29,"proglog","LIAM","yeah, this is just our viewing copy. there will be more details",192.611,196.283,3.672,12,0.00326797385620915,NA,NA,"LIAM",1,0,0,0
"30","Kraghammer",1,115,30,"proglog","SAM","what does it say on the title there?",196.283,198.319,2.036,9,0.00442043222003929,NA,NA,"SAM",1,0,0,0
"31","Kraghammer",1,115,31,"proglog","LIAM","it says the chronicles of exandria: the tale of vox machina. one.",198.319,203.308,4.989,13,0.00260573261174584,NA,NA,"LIAM",1,0,0,0
"32","Kraghammer",1,115,32,"proglog","SAM","volume one? implying that there's going to be more?",203.308,206.298,2.99000000000001,11,0.00367892976588628,NA,NA,"SAM",1,0,0,0
"33","Kraghammer",1,115,33,"proglog","TALIESIN","implying that we'd like to.",206.298,208.535,2.23699999999999,7,0.00312919088064373,NA,NA,"TALIESIN",1,0,0,0
"34","Kraghammer",1,115,34,"proglog","LIAM","we'd like there to be. and you guys can tune in next week to talks machina, where we will have more info, more details.",208.535,217.776,9.24100000000001,26,0.00281354831728168,NA,NA,"LIAM",1,0,0,0
"35","Kraghammer",1,115,35,"proglog","LAURA","we'll say when they're going to go in the store.",217.776,220.454,2.678,13,0.00485436893203884,NA,NA,"LAURA",1,0,0,0
"36","Kraghammer",1,115,36,"proglog","MATT","can you give a teaser flip of any pages?",220.454,222.363,1.90899999999999,10,0.00523834468308017,NA,NA,"MATT",0,0,0,1
"37","Kraghammer",1,115,37,"proglog","LIAM","i have been told that i cannot give a teaser flip. but wait, guys. there's more! taliesin, if you would?",222.363,233.234,10.871,22,0.00202373286726152,NA,NA,"LIAM",1,0,0,0
