"","Episode","startTime","endTime","Actor","Text","vox_machina","guest","staff","Matt","Arc","Arc_no","timeDiffInSecs","wordCount","WordsPerMillisec","segment","encounter_count","rp_combat","turn_number","CR_GUEST"
"1",46,0,4.88,"MATT","welcome, everyone, to tonight's episode of critical role, where a bunch of us nerdy-ass voice actors sit around and play dungeons and dragons. my name is matthew mercer, i'm the dungeon master. for those who are returning, good to see you again, and for those for the first time, welcome, and hopefully you're not too lost. so, sam is on his way right now, being in the usual traffic from wherever he comes from, being a professional. having a career that's functional and perpetually busy. get here soon, sam! quickly, please! drive safe. don't drive with children in the street. apparently, that was confusion from last time. people thought that he was actually driving in children. like, he had problems with children and traffic, and thought children in traffic. so, keep your children out of traffic, if you don't mind. that's a general critical role request.",0,0,0,1,"Attack_Conclave",4,4.88,155,0.0317622950819672,"proglog",NA,NA,1,"MATT"
"2",46,46.028,47.056,"MARISHA","psa.",1,0,0,0,"Attack_Conclave",4,1.028,2,0.0019455252918288,"proglog",NA,NA,2,"MARISHA"
"3",46,47.056,55.114,"MATT","psa, yeah. before we get started in this, first and foremost, i want to say hello to our guest for the evening, mr. chris hardwick.",0,0,0,1,"Attack_Conclave",4,8.058,26,0.00322660709853562,"proglog",NA,NA,3,"MATT"
"4",46,59.086,60.846,"CHRIS","good to be here.",0,1,0,0,"Attack_Conclave",4,1.76,5,0.00284090909090909,"proglog",NA,NA,4,"GUESTS"
"5",46,60.846,63.006,"MATT","glad you could join us for tonight's game.",0,0,0,1,"Attack_Conclave",4,2.16,10,0.00462962962962962,"proglog",NA,NA,5,"MATT"
"6",46,63.006,66.952,"CHRIS","also very excited to be here on ravenclaw appreciation day: the best house, of course.",0,1,0,0,"Attack_Conclave",4,3.946,16,0.00405473897617841,"proglog",NA,NA,6,"GUESTS"
"7",46,66.952,68.17,"MARISHA","yes, that's true.",1,0,0,0,"Attack_Conclave",4,1.218,5,0.00410509031198685,"proglog",NA,NA,7,"MARISHA"
"8",46,68.17,69.694,"CHRIS","wit beyond measure is man's greatest treasure.",0,1,0,0,"Attack_Conclave",4,1.524,9,0.00590551181102362,"proglog",NA,NA,8,"GUESTS"
"9",46,69.694,70.743,"LAURA","hufflepuff!",1,0,0,0,"Attack_Conclave",4,1.04899999999999,2,0.00190657769304101,"proglog",NA,NA,9,"LAURA"
"10",46,70.743,71.725,"CHRIS","well...",0,1,0,0,"Attack_Conclave",4,0.981999999999999,2,0.00203665987780041,"proglog",NA,NA,10,"GUESTS"
"11",46,71.725,74.168,"TALIESIN","slytherin. slytherin. ravenclaw's pretty good. pretty good.",1,0,0,0,"Attack_Conclave",4,2.44300000000001,9,0.00368399508800653,"proglog",NA,NA,11,"TALIESIN"
"12",46,74.168,76.441,"CHRIS","if by good, you mean the best.",0,1,0,0,"Attack_Conclave",4,2.273,8,0.00351957765068192,"proglog",NA,NA,12,"GUESTS"
"13",46,76.441,77.759,"MATT","there you go.",0,0,0,1,"Attack_Conclave",4,1.318,4,0.00303490136570562,"proglog",NA,NA,13,"MATT"
"14",46,77.759,80.538,"CHRIS","i'm sorry, there's no",0,1,0,0,"Attack_Conclave",4,2.779,6,0.00215905001799209,"proglog",NA,NA,14,"GUESTS"
"15",46,80.538,83.743,"SAM","oh, shit! this is so awkward.",1,0,0,0,"Attack_Conclave",4,3.205,7,0.00218408736349454,"proglog",NA,NA,15,"SAM"
"16",46,83.743,86.075,"TALIESIN","i thought we called you.",1,0,0,0,"Attack_Conclave",4,2.33200000000001,6,0.00257289879931389,"proglog",NA,NA,16,"TALIESIN"
"17",46,86.075,87.874,"CHRIS","can you stand near the bear?",0,1,0,0,"Attack_Conclave",4,1.79899999999999,7,0.0038910505836576,"proglog",NA,NA,17,"GUESTS"
"18",46,87.874,91.784,"LAURA","his name is trinket, all right?",1,0,0,0,"Attack_Conclave",4,3.91000000000001,7,0.00179028132992327,"proglog",NA,NA,18,"LAURA"
"19",46,91.784,94.876,"SAM","is this how i was fired from the show?",1,0,0,0,"Attack_Conclave",4,3.092,10,0.00323415265200518,"proglog",NA,NA,19,"SAM"
"20",46,94.876,99.681,"CHRIS","we thought we would do it on the livestream just to really help capture the traffic that that would bring.",0,1,0,0,"Attack_Conclave",4,4.80499999999999,21,0.00437044745057233,"proglog",NA,NA,20,"GUESTS"
"21",46,100.845,104.534,"SAM","good luck. i think you're going to do great. these guys will take care of you.",1,0,0,0,"Attack_Conclave",4,3.68900000000001,18,0.00487937110328001,"proglog",NA,NA,21,"SAM"
"22",46,104.534,107.671,"CHRIS","i've been working with this guy for the last couple of years on sanjay and craig. he gets all businessy, he's a responsible adult in the workplace.",0,1,0,0,"Attack_Conclave",4,3.137,30,0.00956327701625757,"proglog",NA,NA,22,"GUESTS"
"23",46,113.596,115.323,"MATT","and then he comes here.",0,0,0,1,"Attack_Conclave",4,1.72699999999999,6,0.00347423277359585,"proglog",NA,NA,23,"MATT"
"24",46,115.323,118.16,"SAM","and then i come here. you're not, you're the same.",1,0,0,0,"Attack_Conclave",4,2.837,13,0.00458230525202678,"proglog",NA,NA,24,"SAM"
"25",46,118.16,119.964,"CHRIS","i can't wait to see this other side.",0,1,0,0,"Attack_Conclave",4,1.804,10,0.00554323725055432,"proglog",NA,NA,25,"GUESTS"
"26",46,119.964,121.436,"SAM","where am i supposed to sit?! right here?",1,0,0,0,"Attack_Conclave",4,1.47200000000001,9,0.00611413043478257,"proglog",NA,NA,26,"SAM"
"27",46,121.436,123.912,"MATT","right there, yeah. just scoot in.",0,0,0,1,"Attack_Conclave",4,2.476,7,0.00282714054927302,"proglog",NA,NA,27,"MATT"
"28",46,123.912,126.693,"SAM","is that true? i don't know. are we scooting over?",1,0,0,0,"Attack_Conclave",4,2.78099999999999,12,0.00431499460625675,"proglog",NA,NA,28,"SAM"
"29",46,126.693,130.014,"CHRIS","i would move over, but i need both. my legs are",0,1,0,0,"Attack_Conclave",4,3.32100000000001,11,0.00331225534477566,"proglog",NA,NA,29,"GUESTS"
"30",46,130.014,132.09,"SAM","this is the most awkward.",1,0,0,0,"Attack_Conclave",4,2.07599999999999,6,0.00289017341040463,"proglog",NA,NA,30,"SAM"
"31",46,132.09,135.799,"TALIESIN","it's like a new york subway over here.",1,0,0,0,"Attack_Conclave",4,3.709,10,0.00269614451334591,"proglog",NA,NA,31,"TALIESIN"
