"","arc","arc_no","episode","turn_number","segment","actor","text","start_turn","end_turn","time_in_sec","word_count","words_per_ms","encounter_count","rp_combat","actor_guest","vox_machina","guest","staff","matt"
"1","Daring_Deeds",7,95,1,"proglog","MATT","hello, everyone, and welcome to tonight's episode of critical role, where a bunch of us nerdy-ass voice actors sit around and play dungeons and dragons.",0.251,3.277,3.026,28,0.0092531394580304,NA,NA,"MATT",0,0,0,1
"2","Daring_Deeds",7,95,2,"proglog","TRAVIS","that's what we do!",6.363,7.706,1.343,6,0.00446760982874162,NA,NA,"TRAVIS",1,0,0,0
"3","Daring_Deeds",7,95,3,"proglog","MATT","yep! so, welcome. we had a brief break last week as liam brought us through his delightfully dark and twisted mind. thank you again, liam, for running that.",7.706,13.613,5.907,29,0.00490942949043508,NA,NA,"MATT",0,0,0,1
"4","Daring_Deeds",7,95,4,"proglog","LAURA","creepy!",16.694,17.725,1.031,2,0.00193986420950533,NA,NA,"LAURA",1,0,0,0
"5","Daring_Deeds",7,95,5,"proglog","LIAM","i went to catholic school!",17.725,19.388,1.663,6,0.00360793746241732,NA,NA,"LIAM",1,0,0,0
"6","Daring_Deeds",7,95,6,"proglog","MATT","it was awesome.",19.388,20.66,1.272,4,0.00314465408805032,NA,NA,"MATT",0,0,0,1
"7","Daring_Deeds",7,95,7,"proglog","MARISHA","why am i not surprised?",20.66,22.883,2.223,6,0.00269905533063428,NA,NA,"MARISHA",1,0,0,0
"8","Daring_Deeds",7,95,8,"proglog","MATT","so, anyway, glad you could join us. before we jump into tonight's game, we have some quick announcements to make. first and foremost, you want to talk about some new merch stuff that just got in there? what the hell you've got right there?",22.883,32.137,9.254,47,0.00507888480657013,NA,NA,"MATT",0,0,0,1
"9","Daring_Deeds",7,95,9,"proglog","MARISHA","what's that?",39.323,40.647,1.324,4,0.00302114803625378,NA,NA,"MARISHA",1,0,0,0
"10","Daring_Deeds",7,95,10,"proglog","ASHLEY","what are these?",40.647,43.026,2.379,4,0.00168137873055905,NA,NA,"ASHLEY",1,0,0,0
"11","Daring_Deeds",7,95,11,"proglog","LAURA","what are these? these shirts are in the store right now! and the color, and they're so soft, i'll be petting you guys throughout the whole night.",43.026,49.637,6.611,30,0.00453789139313266,NA,NA,"LAURA",1,0,0,0
"12","Daring_Deeds",7,95,12,"proglog","LIAM","they're soft like the hoodie. they're like a thin version of the soft hoodie.",52.348,55.218,2.87,17,0.00592334494773518,NA,NA,"LIAM",1,0,0,0
"13","Daring_Deeds",7,95,13,"proglog","LAURA","if you have the gilmore shirt, it feels like the gilmore shirt. also, the critical role dice are coming back in stock very soon, but they are on preorder right now in the store. you can go in and get on that. we also have the cr enamel pin back in stock, so you can check that shit out in the store right now. we'll wait.",55.218,65.956,10.738,68,0.00633265040044701,NA,NA,"LAURA",1,0,0,0
"14","Daring_Deeds",7,95,14,"proglog","MATT","awesome. let's see. there's a new signal boost coming out this week with kind of a cool person who hosted that. who's that?",81.411,88.487,7.07599999999999,27,0.00381571509327304,NA,NA,"MATT",0,0,0,1
"15","Daring_Deeds",7,95,15,"proglog","TRAVIS","dm o'drien!",90.906,92.928,2.02199999999999,4,0.00197823936696341,NA,NA,"TRAVIS",1,0,0,0
"16","Daring_Deeds",7,95,16,"proglog","LIAM","i am not cool, so you are not talking about me.",92.928,95.447,2.51900000000001,12,0.00476379515680825,NA,NA,"LIAM",1,0,0,0
"17","Daring_Deeds",7,95,17,"proglog","MARISHA","it's actually going to play during the break.",95.474,102.305,6.831,10,0.00146391450739277,NA,NA,"MARISHA",1,0,0,0
"18","Daring_Deeds",7,95,18,"proglog","LIAM","oh yeah?",102.305,103.767,1.46199999999999,3,0.00205198358413134,NA,NA,"LIAM",1,0,0,0
"19","Daring_Deeds",7,95,19,"proglog","MARISHA","yeah!",103.767,104.807,1.04000000000001,2,0.00192307692307691,NA,NA,"MARISHA",1,0,0,0
"20","Daring_Deeds",7,95,20,"proglog","LIAM","so you can hear about all my artsy-fartsy theatrical sad hangups from the past? oh joy, guys!",104.807,108.526,3.71899999999999,19,0.00510890024200055,NA,NA,"LIAM",1,0,0,0
"21","Daring_Deeds",7,95,21,"proglog","MARISHA","yeah, yeah! you'll like it! so stick around!",110.547,114.26,3.71300000000001,10,0.00269323996768111,NA,NA,"MARISHA",1,0,0,0
"22","Daring_Deeds",7,95,22,"proglog","MATT","look forward to that. and also, a reminder that momocon's coming up, end of next month, where taliesin, marisha and i will be guests and, as of recently, our good friend brian wayne foster will also be joining us for a talks machina live panel at the event, which will be fun.",114.26,124.871,10.611,54,0.00508905852417303,NA,NA,"MATT",0,0,0,1
"23","Daring_Deeds",7,95,23,"proglog","MATT","momocon!",135.567,137.008,1.441,2,0.00138792505204719,NA,NA,"MATT",0,0,0,1
"24","Daring_Deeds",7,95,24,"proglog","LIAM","yeah, momocon is just fun to say. momocon.",137.008,139.738,2.72999999999999,9,0.00329670329670331,NA,NA,"LIAM",1,0,0,0
"25","Daring_Deeds",7,95,25,"proglog","LAURA","we're all going to say it.",139.738,142.726,2.988,8,0.00267737617135208,NA,NA,"LAURA",1,0,0,0
"26","Daring_Deeds",7,95,26,"proglog","MATT","yeah. so we'll be there, it'll be fun. it's may 25th to the 28th, in atlanta, georgia. look forward to seeing you guys there.",142.726,148.499,5.773,28,0.00485016455915469,NA,NA,"MATT",0,0,0,1
"27","Daring_Deeds",7,95,27,"proglog","LIAM","oh my gosh, oh my gosh!",150.201,153.008,2.80700000000002,7,0.0024937655860349,NA,NA,"LIAM",1,0,0,0
"28","Daring_Deeds",7,95,28,"proglog","LAURA","oh my, what? how? why?",153.008,157.346,4.33799999999999,6,0.00138312586445367,NA,NA,"LAURA",1,0,0,0
"29","Daring_Deeds",7,95,29,"proglog","SAM","it's the start of a new year.",161.503,164.14,2.637,9,0.00341296928327645,NA,NA,"SAM",1,0,0,0
"30","Daring_Deeds",7,95,30,"proglog","TRAVIS","why doesn't it wrap around to the back?",164.14,166.709,2.56900000000002,10,0.00389256520046708,NA,NA,"TRAVIS",1,0,0,0
"31","Daring_Deeds",7,95,31,"proglog","SAM","i tried to get the eyes on my nipples.",166.709,169.781,3.072,10,0.00325520833333333,NA,NA,"SAM",1,0,0,0
"32","Daring_Deeds",7,95,32,"proglog","TRAVIS","pull it down a little bit. just give it a little tug. there it is.",169.781,174.486,4.70499999999998,16,0.00340063761955368,NA,NA,"TRAVIS",1,0,0,0
"33","Daring_Deeds",7,95,33,"proglog","LAURA","i've never realized how large wow, it's bulging. those are some bulging eye sausages if i've ever seen them.",174.486,179.79,5.304,23,0.00433634992458522,NA,NA,"LAURA",1,0,0,0
"34","Daring_Deeds",7,95,34,"proglog","MATT","what's great is when you're not stretching it, it looks like that dumb faceapp thing now where you can see your older version of yourself.",181.496,184.656,3.16,28,0.0088607594936709,NA,NA,"MATT",0,0,0,1
"35","Daring_Deeds",7,95,35,"proglog","LAURA","have you noticed, the guys turn into girls so much better than the girls turn into guys? i mean, we look so terrible turning into",186.837,192.655,5.81800000000001,25,0.00429700928154004,NA,NA,"LAURA",1,0,0,0
"36","Daring_Deeds",7,95,36,"proglog","MATT","i've seen some girl photos that turned out pretty good. maybe it's just you guys.",195.239,198.891,3.65199999999999,18,0.00492880613362543,NA,NA,"MATT",0,0,0,1
"37","Daring_Deeds",7,95,37,"proglog","LAURA","you have to have your hair pulled back.",198.891,200.781,1.89000000000001,9,0.00476190476190473,NA,NA,"LAURA",1,0,0,0
"38","Daring_Deeds",7,95,38,"proglog","MATT","it might just be the three of you, i'm sorry. although who did ashley end up looking like?",200.781,205.931,5.15000000000001,20,0.00388349514563106,NA,NA,"MATT",0,0,0,1
"39","Daring_Deeds",7,95,39,"proglog","MARISHA","haley joel osment.",207.492,208.647,1.155,4,0.00346320346320346,NA,NA,"MARISHA",1,0,0,0
"40","Daring_Deeds",7,95,40,"proglog","MATT","yeah, that worked out pretty well.",208.647,210.485,1.83800000000002,7,0.00380848748639821,NA,NA,"MATT",0,0,0,1
"41","Daring_Deeds",7,95,41,"proglog","ASHLEY","actually, a lot of people tell me that i look like him anyway.",210.485,212.818,2.333,14,0.00600085726532362,NA,NA,"ASHLEY",1,0,0,0
"42","Daring_Deeds",7,95,42,"proglog","LAURA","really?",212.818,213.733,0.914999999999992,2,0.0021857923497268,NA,NA,"LAURA",1,0,0,0
"43","Daring_Deeds",7,95,43,"proglog","ASHLEY","him or i get",213.733,216.328,2.595,4,0.00154142581888247,NA,NA,"ASHLEY",1,0,0,0
"44","Daring_Deeds",7,95,44,"proglog","TRAVIS","brad pitt?",216.328,217.539,1.21099999999998,3,0.00247729149463257,NA,NA,"TRAVIS",1,0,0,0
"45","Daring_Deeds",7,95,45,"proglog","LAURA","yeah, definitely brad pitt.",217.539,219.286,1.74700000000001,5,0.00286204922724669,NA,NA,"LAURA",1,0,0,0
"46","Daring_Deeds",7,95,46,"proglog","ASHLEY","from the '80s band, it's a guy.",219.286,222.974,3.68799999999999,9,0.00244034707158352,NA,NA,"ASHLEY",1,0,0,0
"47","Daring_Deeds",7,95,47,"proglog","TRAVIS","keep going.",222.974,224.907,1.93300000000002,3,0.0015519917227108,NA,NA,"TRAVIS",1,0,0,0
"48","Daring_Deeds",7,95,48,"proglog","ASHLEY","justin george?",224.907,226.354,1.447,3,0.00207325501036627,NA,NA,"ASHLEY",1,0,0,0
"49","Daring_Deeds",7,95,49,"proglog","LIAM","narrowed it down. hum a melody.",226.354,229.618,3.26399999999998,7,0.00214460784313727,NA,NA,"LIAM",1,0,0,0
"50","Daring_Deeds",7,95,50,"proglog","ASHLEY","i can't think of a song. i'll think of it.",229.618,231.843,2.22499999999999,13,0.0058426966292135,NA,NA,"ASHLEY",1,0,0,0
"51","Daring_Deeds",7,95,51,"proglog","LIAM","this is the whole episode.",231.843,233.084,1.24100000000001,6,0.00483481063658335,NA,NA,"LIAM",1,0,0,0
"52","Daring_Deeds",7,95,52,"proglog","LAURA","and she'll just yell it out during the break. travis makes a really ugly woman, though. i turned one of your pictures into a girl. i never should have done that.",233.084,239.289,6.20499999999998,33,0.00531829170024175,NA,NA,"LAURA",1,0,0,0
"53","Daring_Deeds",7,95,53,"proglog","MATT","i don't agree with that. i've seen nip tuck.",241.45,243.342,1.89200000000002,12,0.00634249471458766,NA,NA,"MATT",0,0,0,1
"54","Daring_Deeds",7,95,54,"proglog","TRAVIS","thank you, matt! thank you.",243.342,245.206,1.86399999999998,6,0.00321888412017172,NA,NA,"TRAVIS",1,0,0,0
"55","Daring_Deeds",7,95,55,"proglog","MATT","a supportive significant other. wednesday club, taliesin! do you want to talk about wednesday club?",245.206,253.878,8.672,16,0.0018450184501845,NA,NA,"MATT",0,0,0,1
"56","Daring_Deeds",7,95,56,"proglog","TALIESIN","actually, this one, it's going to be matt key is taking the reins on this one, so i don't even i'm not sure he's settled on what's going on, but i think we were talking about maybe brian k. vaughan and looking at his whole body of work, which would be a lot of fun.",253.961,257.094,3.13299999999998,61,0.0194701563996171,NA,NA,"TALIESIN",1,0,0,0
