"","Episode","startTime","endTime","Actor","Text","vox_machina","guest","staff","Matt","Arc","Arc_no","timeDiffInSecs","wordCount","WordsPerMillisec","segment","encounter_count","rp_combat","turn_number","CR_GUEST"
"1",93,2.347,6.207,"MATT","where a bunch of us nerdy-ass voice actors sit around and play dungeons and dragons.",0,0,0,1,"Daring_Deeds",7,3.86,17,0.00440414507772021,"proglog",NA,NA,1,"MATT"
"2",93,8.233,13.361,"MATT","why's everyone laughing? so yes! we're going to hop in here, but before we do, we have some quick announcements to get through. first and foremost, we have a survey that we put up a couple of weeks ago. it ends april 18th. if you happen to have an opportunity, please go ahead and put in your information, let us know where you're from, how much of the show you've watched, what kind of future things from critical role you'd like to see. it's us getting a feel for the size and spread of the community and it's very helpful and awesome. so you can check that out at geekandsundry.com/crsurvey. you'll probably see the link in chat as well, please do that if you haven't yet, that'd be awesome! you have until april 18th. as far as merch goes, we're still out of stock on dice, i believe?",0,0,0,1,"Daring_Deeds",7,5.128,162,0.031591263650546,"proglog",NA,NA,2,"MATT"
"3",93,50.028,50.89,"LAURA","no!",1,0,0,0,"Daring_Deeds",7,0.862000000000002,2,0.00232018561484918,"proglog",NA,NA,3,"LAURA"
"4",93,50.89,51.751,"MATT","no?",0,0,0,1,"Daring_Deeds",7,0.860999999999997,2,0.00232288037166087,"proglog",NA,NA,4,"MATT"
"5",93,51.751,53.957,"LAURA","there's officially 30 sets left, according to",1,0,0,0,"Daring_Deeds",7,2.206,8,0.00362647325475974,"proglog",NA,NA,5,"LAURA"
"6",93,53.957,55.237,"SAM","30 sets?",1,0,0,0,"Daring_Deeds",7,1.28,3,0.00234375,"proglog",NA,NA,6,"SAM"
"7",93,55.237,56.242,"LAURA","30 sets.",1,0,0,0,"Daring_Deeds",7,1.005,3,0.00298507462686569,"proglog",NA,NA,7,"LAURA"
"8",93,56.242,57.39,"LIAM","sorry, they're gone.",1,0,0,0,"Daring_Deeds",7,1.148,5,0.0043554006968641,"proglog",NA,NA,8,"LIAM"
"9",93,58.63,62.958,"LAURA","there are 30 sets left in the store, we will be ordering more. so there will be more, but i don't know when that's, you know, going to come in. so 30 sets for the time being.",1,0,0,0,"Daring_Deeds",7,4.328,40,0.00924214417744918,"proglog",NA,NA,9,"LAURA"
"10",93,65.768,74.699,"MATT","fantastic. thank you laura. yes. taliesin! wednesday club coming up, right?",0,0,0,1,"Daring_Deeds",7,8.931,12,0.00134363453140746,"proglog",NA,NA,10,"MATT"
"11",93,74.699,79.032,"TALIESIN","there is a wednesday club. we're doing comics 101, it's going to be our intro to how to read comics! the notion is like the show that you would show your grandmother, or your friend who's never apparently seen a written word next to a picture before. they do exist! i'm sadly not going to be there, but amy and matt are going to throw together something really, really awesome, and i'm going to be helping out from the sidelines, throwing them stuff, because i'm going to be out of town. but yay.",1,0,0,0,"Daring_Deeds",7,4.333,100,0.0230786983614124,"proglog",NA,NA,11,"TALIESIN"
"12",93,99.144,104.224,"MATT","awesome. speaking of taliesin and a different matt, we're both going to be on eric's tbd rpg tomorrow at noon pacific time.",0,0,0,1,"Daring_Deeds",7,5.08,25,0.00492125984251969,"proglog",NA,NA,12,"MATT"
"13",93,107.75,109.633,"SAM","oh. the dice are gone.",1,0,0,0,"Daring_Deeds",7,1.883,6,0.00318640467339353,"proglog",NA,NA,13,"SAM"
"14",93,109.633,110.812,"MATT","the dice are gone.",0,0,0,1,"Daring_Deeds",7,1.179,5,0.00424088210347752,"proglog",NA,NA,14,"MATT"
"15",93,110.812,111.95,"NOELLE","just now.",0,1,0,0,"Daring_Deeds",7,1.13800000000001,3,0.00263620386643233,"proglog",NA,NA,15,"GUESTS"
"16",93,111.95,114.03,"MATT","well done. jesus.",0,0,0,1,"Daring_Deeds",7,2.08,4,0.00192307692307692,"proglog",NA,NA,16,"MATT"
"17",93,114.03,117.164,"LAURA","good job, guys that got them!",1,0,0,0,"Daring_Deeds",7,3.134,7,0.00223356732610083,"proglog",NA,NA,17,"LAURA"
"18",93,117.164,122.643,"MATT","yay! we'll have more soon! but we'll both be on eric's tbd rpg tomorrow at noon, here at geek and sundry, pacific time for the doctor who rpg. i'll be returning as my character meatstick, the",0,0,0,1,"Daring_Deeds",7,5.479,40,0.00730060229968973,"proglog",NA,NA,18,"MATT"
"19",93,130.178,131.203,"TRAVIS","meatstick?",1,0,0,0,"Daring_Deeds",7,1.02500000000001,2,0.00195121951219511,"proglog",NA,NA,19,"TRAVIS"
"20",93,131.203,133.954,"MATT","meatstick, yeah. he's a heavily experimented-on ood who is massively buff and looks kind of like nemesis from resident evil 3. but with more of a tentacle mouth. so that'll be fun!",0,0,0,1,"Daring_Deeds",7,2.751,36,0.0130861504907306,"proglog",NA,NA,20,"MATT"
"21",93,141.22,143.664,"TALIESIN","yes! i'll be doing my old man voice. it's very fun, yes.",1,0,0,0,"Daring_Deeds",7,2.44399999999999,15,0.00613747954173489,"proglog",NA,NA,21,"TALIESIN"
"22",93,143.664,147.406,"MATT","i know it is, and i believe darin de paul will be joining us as well.",0,0,0,1,"Daring_Deeds",7,3.74200000000002,17,0.00454302512025652,"proglog",NA,NA,22,"MATT"
"23",93,147.406,148.979,"TALIESIN","i think he's a maybe.",1,0,0,0,"Daring_Deeds",7,1.57300000000001,7,0.00445009535918625,"proglog",NA,NA,23,"TALIESIN"
"24",93,148.979,151.299,"MATT","maybe? he's supposed to be. i think he might be a little late. i'll check in.",0,0,0,1,"Daring_Deeds",7,2.31999999999999,19,0.00818965517241382,"proglog",NA,NA,24,"MATT"
"25",93,151.299,153.935,"MARISHA","i think he's going to be on. i think. pretty sure.",1,0,0,0,"Daring_Deeds",7,2.636,13,0.00493171471927163,"proglog",NA,NA,25,"MARISHA"
"26",93,153.935,159.892,"MATT","mystery! abound! marisha! new signal boost, went up this week?",0,0,0,1,"Daring_Deeds",7,5.95699999999999,11,0.00184656706395837,"proglog",NA,NA,26,"MATT"
"27",93,159.892,161.708,"MARISHA","yes! it's... me!",1,0,0,0,"Daring_Deeds",7,1.816,5,0.00275330396475771,"proglog",NA,NA,27,"MARISHA"
"28",93,163.66,164.705,"MATT","full circle!",0,0,0,1,"Daring_Deeds",7,1.04500000000002,3,0.00287081339712914,"proglog",NA,NA,28,"MATT"
"29",93,164.705,170.687,"MARISHA","again! i'm back! go watch actually, we're going to be playing it over the course of the break. so that we have a break.",1,0,0,0,"Daring_Deeds",7,5.982,27,0.0045135406218656,"proglog",NA,NA,29,"MARISHA"
"30",93,173.149,174.274,"MATT","you should watch it.",0,0,0,1,"Daring_Deeds",7,1.125,5,0.00444444444444444,"proglog",NA,NA,30,"MATT"
"31",93,174.274,175.451,"MARISHA","so you'll watch it over the course of the break.",1,0,0,0,"Daring_Deeds",7,1.17699999999999,12,0.010195412064571,"proglog",NA,NA,31,"MARISHA"
"32",93,175.451,177.338,"MATT","it's only getting weirder, folks.",0,0,0,1,"Daring_Deeds",7,1.887,7,0.00370959194488606,"proglog",NA,NA,32,"MATT"
"33",93,177.338,180.909,"MARISHA","it's getting really weird. you can tell it's such an outlet for us of the creative team. it's got a lot of meta things going on, reflecting our day-to-day lives. it always has been. it's great.",1,0,0,0,"Daring_Deeds",7,3.571,43,0.0120414449733968,"proglog",NA,NA,33,"MARISHA"
"34",93,191.73,196.675,"MATT","i will be at sakura-con by the way, next weekend. april 14th through the 16th up in seattle. be doing some panels, signings, and fun stuff, so if you guys are up in the seattle area next weekend, come say hi! it'll be fun. sorry, pardon my belch. snuck up on me. and once again, will friedle is going to be at the wales comic con, april 8th and 9th. real soon. so if you're near wales, go say hi to will, give him a bunch of really large presents that he can't bring back on the plane, they will become his problem. so, that's my recommendation. fuck that guy, exactly. and a reminder: me, taliesin, and marisha will be guests at momocon, may 25th to the 28th in atlanta, georgia! so if you're in that area, other side of the country, come say hi then! because that'd be fun.",0,0,0,1,"Daring_Deeds",7,4.94500000000002,158,0.0319514661274013,"proglog",NA,NA,34,"MATT"
"35",93,236.468,237.743,"TALIESIN","yeah.",1,0,0,0,"Daring_Deeds",7,1.27500000000001,2,0.00156862745098039,"proglog",NA,NA,35,"TALIESIN"
"36",93,237.743,243.76,"MATT","and talks machina, of course, every tuesday, at 7pm pacific here on twitch and alpha, where we talk about next week, we'll be talking about this episode! and the episode before that a little bit, probably, too.",0,0,0,1,"Daring_Deeds",7,6.017,39,0.0064816353664617,"proglog",NA,NA,36,"MATT"
"37",93,248.695,250.455,"MARISHA","yeah. i hope everyone liked the panel, by the way.",1,0,0,0,"Daring_Deeds",7,1.76000000000002,11,0.00624999999999993,"proglog",NA,NA,37,"MARISHA"
"38",93,250.455,252.354,"MATT","the panel went great! we had a great turnout at wondercon!",0,0,0,1,"Daring_Deeds",7,1.899,12,0.00631911532385466,"proglog",NA,NA,38,"MATT"
"39",93,252.354,254.047,"MARISHA","yeah, thanks everybody who came!",1,0,0,0,"Daring_Deeds",7,1.69299999999998,6,0.00354400472533967,"proglog",NA,NA,39,"MARISHA"
"40",93,254.047,255.169,"TALIESIN","it was super cool.",1,0,0,0,"Daring_Deeds",7,1.12200000000001,5,0.00445632798573969,"proglog",NA,NA,40,"TALIESIN"
"41",93,255.169,258.443,"MATT","like we kind of filled the arena. i had this big fear we were going to get up on stage and it was going to be, like, seven people in the front row and just empty space.",0,0,0,1,"Daring_Deeds",7,3.27399999999997,38,0.0116065974343312,"proglog",NA,NA,41,"MATT"
"42",93,260.543,262.146,"MARISHA","apparently 2,800.",1,0,0,0,"Daring_Deeds",7,1.60300000000001,4,0.00249532127261384,"proglog",NA,NA,42,"MARISHA"
"43",93,262.146,263.192,"SAM","oh wow!",1,0,0,0,"Daring_Deeds",7,1.04599999999999,3,0.00286806883365203,"proglog",NA,NA,43,"SAM"
"44",93,263.192,264.489,"MARISHA","2,800 strong.",1,0,0,0,"Daring_Deeds",7,1.29699999999997,4,0.00308404009252128,"proglog",NA,NA,44,"MARISHA"
"45",93,264.489,265.491,"MATT","jesus.",0,0,0,1,"Daring_Deeds",7,1.00200000000001,2,0.00199600798403192,"proglog",NA,NA,45,"MATT"
"46",93,265.491,266.961,"LAURA","you critters!",1,0,0,0,"Daring_Deeds",7,1.47000000000003,3,0.00204081632653057,"proglog",NA,NA,46,"LAURA"
"47",93,266.961,268.401,"MARISHA","yeah, so many critters.",1,0,0,0,"Daring_Deeds",7,1.44,5,0.00347222222222223,"proglog",NA,NA,47,"MARISHA"
"48",93,268.401,269.805,"MATT","so thanks for coming, guys!",0,0,0,1,"Daring_Deeds",7,1.404,6,0.00427350427350428,"proglog",NA,NA,48,"MATT"
"49",93,269.805,271.532,"LIAM","great costumes, lots of cosplay.",1,0,0,0,"Daring_Deeds",7,1.72699999999998,6,0.00347423277359588,"proglog",NA,NA,49,"LIAM"
"50",93,271.532,274.479,"TRAVIS","oh, brian wayne foster also said the wondercon panel will be on gands's youtube friday at 8pm, in case you missed it on talks machina.",1,0,0,0,"Daring_Deeds",7,2.947,27,0.00916185951815405,"proglog",NA,NA,50,"TRAVIS"
"51",93,276.971,283.227,"MATT","great, so you can check it out then. and i believe, unless i'm mistaken, that's it. anything else anyone wants to talk about? noelle, anything you want to talk about?",0,0,0,1,"Daring_Deeds",7,6.25599999999997,33,0.0052749360613811,"proglog",NA,NA,51,"MATT"
"52",93,285.88,287.692,"NOELLE","i had a great day today",0,1,0,0,"Daring_Deeds",7,1.81200000000001,6,0.00331125827814567,"proglog",NA,NA,52,"GUESTS"
"53",93,287.692,288.67,"MATT","awesome!",0,0,0,1,"Daring_Deeds",7,0.978000000000009,2,0.00204498977505111,"proglog",NA,NA,53,"MATT"
"54",93,288.67,290.07,"NOELLE","and it was really fun. i had a good lunch.",0,1,0,0,"Daring_Deeds",7,1.39999999999998,11,0.00785714285714298,"proglog",NA,NA,54,"GUESTS"
"55",93,290.07,291.175,"MATT","i'm so glad. what'd you have?",0,0,0,1,"Daring_Deeds",7,1.10500000000002,9,0.00814479638009036,"proglog",NA,NA,55,"MATT"
"56",93,291.175,292.204,"NOELLE","falafel.",0,1,0,0,"Daring_Deeds",7,1.029,2,0.00194363459669583,"proglog",NA,NA,56,"GUESTS"
"57",93,292.204,293.826,"MATT","nice, good choice.",0,0,0,1,"Daring_Deeds",7,1.62200000000001,4,0.00246609124537606,"proglog",NA,NA,57,"MATT"
"58",93,293.826,297.886,"LIAM","hey look, this is a book that she made, and it's so good! and she signed it for me and i'm reading it to my kids and they love it!",1,0,0,0,"Daring_Deeds",7,4.06,33,0.00812807881773399,"proglog",NA,NA,58,"LIAM"
"59",93,299.598,300.608,"NOELLE","there's a bear in it.",0,1,0,0,"Daring_Deeds",7,1.00999999999999,7,0.00693069306930699,"proglog",NA,NA,59,"GUESTS"
"60",93,300.608,302.017,"LAURA","there is a bear in it!",1,0,0,0,"Daring_Deeds",7,1.40899999999999,7,0.00496806245564233,"proglog",NA,NA,60,"LAURA"
"61",93,302.017,306.295,"NOELLE","more than that in it, too, let me tell you. just getting started. lots of different animals.",0,1,0,0,"Daring_Deeds",7,4.27800000000002,18,0.00420757363253855,"proglog",NA,NA,61,"GUESTS"
"62",93,312.994,317.213,"MATT","which, by the way, thank you again, noelle, for coming and playing this again this week.",0,0,0,1,"Daring_Deeds",7,4.21899999999999,17,0.00402939085091254,"proglog",NA,NA,62,"MATT"
"63",93,317.213,321.7,"NOELLE","yeah, hey, is anyone tied to a table and needs help right now? because apparently i'm available now. i'm here to help.",0,1,0,0,"Daring_Deeds",7,4.48699999999997,25,0.00557165143748611,"proglog",NA,NA,63,"GUESTS"
"64",93,327.351,335.474,"MATT","and, on that note, let's go ahead and dive in to tonight's episode of critical role. [dramatic music]",0,0,0,1,"Daring_Deeds",7,8.12299999999999,21,0.00258525175427798,"proglog",NA,NA,64,"MATT"
"65",93,425.917,431.403,"MATT","and welcome back. just so you guys know, we know there is a bit of an audio-sync issue that's happening right now. it's apparently not on our end; our systems are syncing just fine. it might be a twitch-side thing. hopefully they're working on it right now and seeing if we can figure out how to get that fixed. in the meantime, my apologies. we will continue playing, and at the very least the upload will be synced. so keep an ear out. thank you for your patience. technical! all righty, so. catching us up from last week. vox machina goes to hell. in tying up loose ends and dealing with lingering business, you've decided to travel to the nine hells of baator, specifically the second layer of dis, to where the iron city of dis, under the rule of dispater, to seek out the place where hotis, the rakshasa, which is now in a chain of perpetually hunting members of your team. you decided it was best to end it there, as the only way to kill the entity is to destroy it on its own home plane. so you gathered yourselves, you transported via keyleth onto the second layer of hell, you wandered incognito as various demonic-adjacent entities. you've avoided a modicum of interest or other issues, you've made friends and signed a contract for aid with a cambion owner of some sort of tavern in the vicinity, you met with a silly shop owner, you ate soul crystals, little soul stones, and you've agreed to, for safe passage into the subterranean prison of mentiri, which apparently houses hotis as he's reforming, you've come to discover, you will go and assassinate a pit fiend named utugash, who is the superior of the individual you signed the contract with. and upon his destruction, and without leaking any information that could tie this individual to the assassination, be granted passage safely and unspoiled into the prison to seek out your quarry, slay it, and return home safely. as you snuck into the home of this pit fiend, you quickly discovered a dwarvish female had endured quite some torture and was found chained to a table. you released her, and she introduced herself as tova. actually, i don't believe you ever introduced yourself. you didn't give a name? did you?",0,0,0,1,"Daring_Deeds",7,5.48600000000005,404,0.0736419978126133,"proglog",NA,NA,65,"MATT"
"66",93,579.898,580.95,"NOELLE","it's in there somewhere.",0,1,0,0,"Daring_Deeds",7,1.05200000000002,6,0.00570342205323183,"first_half",NA,"role_play",66,"GUESTS"
"67",93,580.95,581.894,"MATT","i'm sure it was somewhere in there.",0,0,0,1,"Daring_Deeds",7,0.94399999999996,9,0.00953389830508515,"first_half",NA,"role_play",67,"MATT"
"68",93,581.894,582.846,"LAURA","yeah, she said her name!",1,0,0,0,"Daring_Deeds",7,0.951999999999998,6,0.00630252100840337,"first_half",NA,"role_play",68,"LAURA"
