"","Episode","startTime","endTime","Actor","Text","vox_machina","guest","staff","Matt","Arc","Arc_no","timeDiffInSecs","wordCount","WordsPerMillisec","segment","encounter_count","rp_combat","turn_number","CR_GUEST"
"1",59,0.16,4.425,"MATT","hello everyone, and welcome to tonight's episode of critical role, where a bunch of us nerdy-ass voice actors sit around, roll dice, and play dungeons and dragons. you may notice ashley johnson left us last week to go shoot in new york and shooting got delayed a week.",0,0,0,1,"Vestiges",5,4.265,51,0.011957796014068,"proglog",NA,NA,1,"MATT"
"2",59,15.591,20.339,"ASHLEY","here i am! well, hey, guys!",1,0,0,0,"Vestiges",5,4.748,7,0.0014743049705139,"proglog",NA,NA,2,"ASHLEY"
"3",59,20.339,22.284,"LAURA","astral projection!",1,0,0,0,"Vestiges",5,1.945,3,0.00154241645244216,"proglog",NA,NA,3,"LAURA"
"4",59,22.284,26.699,"MATT","pike's gone, but she at least can sit there while you guys play, which will be fun.",0,0,0,1,"Vestiges",5,4.415,19,0.00430351075877689,"proglog",NA,NA,4,"MATT"
"5",59,28.067,29.683,"ASHLEY","i just came to hang out.",1,0,0,0,"Vestiges",5,1.616,7,0.00433168316831683,"proglog",NA,NA,5,"ASHLEY"
"6",59,29.683,32.319,"MATT","yeah, that's cool, i appreciate and respect that. thank you guys for your patience with the tech issues, we're trying out some new arrangements here and it took a little setup. nevertheless, we are good to go. before we jump into tonight's game, let's go ahead and get through our announcements. first and foremost, loot crate has been our fantastic sponsor, and they currently are unveiling their july theme: futuristic! which is pretty rad. they have a bunch of things from rick and morty, futurama, megaman, valiant comics, and star trek. then they have a figure in there, they also have their monthly t-shirt and pin, all that cool stuff coming up, and we have the loot anime july theme of squadron as well! which includes a bunch of gundam, gate, arpeggio blue steel, anti-magic academy stuff, an exclusive loot to the anime box. both of these are their current themes for july. if you want to sign up to loot crate to get these and be awesome and keep our sponsors happy, you go to www.lootcrate.com/criticalrole, and there you can go ahead and sign up for a $3 a month discount by putting in the special code criticalrole, one word, into your subscription.",0,0,0,1,"Vestiges",5,2.636,214,0.0811836115326251,"proglog",NA,NA,6,"MATT"
"7",59,100.982,102.479,"ASHLEY","it's the best.",1,0,0,0,"Vestiges",5,1.497,5,0.00334001336005344,"proglog",NA,NA,7,"ASHLEY"
"8",59,102.479,106.021,"LAURA","do we get to do this? we haven't opened any of these yet.",1,0,0,0,"Vestiges",5,3.542,15,0.00423489553924336,"proglog",NA,NA,8,"LAURA"
"9",59,106.021,109.399,"SAM","loot anime? wait, we all have to have anime reactions to these.",1,0,0,0,"Vestiges",5,3.378,13,0.00384843102427472,"proglog",NA,NA,9,"SAM"
"10",59,109.399,110.92,"MATT","okay, ready. ready?",0,0,0,1,"Vestiges",5,1.521,4,0.00262984878369494,"proglog",NA,NA,10,"MATT"
"11",59,110.92,112.173,"TRAVIS","one, two, three.",1,0,0,0,"Vestiges",5,1.253,4,0.00319233838786911,"proglog",NA,NA,11,"TRAVIS"
"12",59,118.129,120.654,"LAURA","oh, this is super cool!",1,0,0,0,"Vestiges",5,2.52499999999999,6,0.00237623762376238,"proglog",NA,NA,12,"LAURA"
"13",59,120.654,129.584,"SAM","this is definitely a captain america shirt.",1,0,0,0,"Vestiges",5,8.93000000000001,8,0.00089585666293393,"proglog",NA,NA,13,"SAM"
"14",59,129.584,131.694,"MATT","i was going to say homestar runner.",0,0,0,1,"Vestiges",5,2.10999999999999,8,0.00379146919431282,"proglog",NA,NA,14,"MATT"
"15",59,134.256,136.629,"TRAVIS","biggest dragon ball z fan in the world.",1,0,0,0,"Vestiges",5,2.37299999999999,9,0.00379266750948168,"proglog",NA,NA,15,"TRAVIS"
"16",59,136.629,146.78,"MARISHA","it's super saiyan goku! that's pretty great! he's got gold hair.",1,0,0,0,"Vestiges",5,10.151,15,0.00147768692739631,"proglog",NA,NA,16,"MARISHA"
"17",59,146.78,152.088,"TALIESIN","boy and little chiko! i'm going to put it on my head.",1,0,0,0,"Vestiges",5,5.30799999999999,14,0.00263752825923135,"proglog",NA,NA,17,"TALIESIN"
"18",59,152.088,159.259,"TRAVIS","fullmetal alchemist transmutation circle!",1,0,0,0,"Vestiges",5,7.17099999999999,5,0.000697252823873937,"proglog",NA,NA,18,"TRAVIS"
"19",59,159.259,164.093,"LAURA","we may or may not do voices in fullmetal alchemist and dragon ball z.",1,0,0,0,"Vestiges",5,4.834,15,0.00310302027306578,"proglog",NA,NA,19,"LAURA"
"20",59,164.093,167.139,"ASHLEY","full circle!",1,0,0,0,"Vestiges",5,3.04600000000002,3,0.000984898227183184,"proglog",NA,NA,20,"ASHLEY"
"21",59,167.139,175.363,"MATT","you got a cool poster!",0,0,0,1,"Vestiges",5,8.22399999999999,6,0.000729571984435799,"proglog",NA,NA,21,"MATT"
"22",59,175.363,183.063,"LAURA","you got a poster? oh, there is a poster! oh, and little cell phone charms!",1,0,0,0,"Vestiges",5,7.69999999999999,16,0.00207792207792208,"proglog",NA,NA,22,"LAURA"
"23",59,183.063,188.334,"MATT","yeah, these are from unity. these are little feather charms from unity.",0,0,0,1,"Vestiges",5,5.27100000000002,13,0.00246632517548852,"proglog",NA,NA,23,"MATT"
"24",59,188.334,191.916,"LIAM","can someone save me a loot crate box?",1,0,0,0,"Vestiges",5,3.58199999999999,9,0.00251256281407036,"proglog",NA,NA,24,"LIAM"
"25",59,191.916,193.589,"TRAVIS","shut up, liam. you're not here!",1,0,0,0,"Vestiges",5,1.673,8,0.00478182904961147,"proglog",NA,NA,25,"TRAVIS"
"26",59,193.589,196.734,"LAURA","sorry liam, you're missing out. i'll save you a cell phone charm.",1,0,0,0,"Vestiges",5,3.14500000000001,15,0.00476947535771064,"proglog",NA,NA,26,"LAURA"
"27",59,196.734,199.913,"MATT","so we got an awesome yokai shirt.",0,0,0,1,"Vestiges",5,3.179,8,0.00251651462724127,"proglog",NA,NA,27,"MATT"
"28",59,199.913,203.395,"ASHLEY","they're like little best friend charms.",1,0,0,0,"Vestiges",5,3.482,8,0.00229753015508329,"proglog",NA,NA,28,"ASHLEY"
"29",59,203.395,205.464,"MARISHA","yeah, they're like best friend charms.",1,0,0,0,"Vestiges",5,2.06899999999999,8,0.0038666022232963,"proglog",NA,NA,29,"MARISHA"
"30",59,205.464,209.753,"LAURA","and they're feathers! actually, liam, these are really appropriate. they're feathers. i'll save you one!",1,0,0,0,"Vestiges",5,4.28899999999999,19,0.00442993704826301,"proglog",NA,NA,30,"LAURA"
"31",59,213.089,216.445,"TRAVIS","this is going in the kitchen in front of the sink. i'm going to stand on it and transmute my dishes into clean.",1,0,0,0,"Vestiges",5,3.35599999999999,25,0.00744934445768774,"proglog",NA,NA,31,"TRAVIS"
"32",59,218.239,220.769,"ASHLEY","i love this little plush.",1,0,0,0,"Vestiges",5,2.53,6,0.00237154150197628,"proglog",NA,NA,32,"ASHLEY"
"33",59,220.769,223.971,"TALIESIN","most useful alchemist ever.",1,0,0,0,"Vestiges",5,3.202,5,0.00156152404747033,"proglog",NA,NA,33,"TALIESIN"
"34",59,223.971,228.184,"MARISHA","yay! thanks, loot crate!",1,0,0,0,"Vestiges",5,4.21299999999999,5,0.00118680275338239,"proglog",NA,NA,34,"MARISHA"
"35",59,228.184,232.051,"MATT","thank you, loot crate. check it out, if it's something you want to be part of, they send this stuff monthly, themed crates are awesome, we've been at this for a long time.",0,0,0,1,"Vestiges",5,3.86699999999999,36,0.00930954228083788,"proglog",NA,NA,35,"MATT"
"36",59,234.526,236.53,"LAURA","i didn't even know they had an anime loot crate. that's pretty cool.",1,0,0,0,"Vestiges",5,2.00399999999999,16,0.00798403193612778,"proglog",NA,NA,36,"LAURA"
"37",59,236.53,238.589,"MATT","and now you do, laura. what!",0,0,0,1,"Vestiges",5,2.059,7,0.00339970859640603,"proglog",NA,NA,37,"MATT"
"38",59,238.589,241.365,"ASHLEY","the more you know!",1,0,0,0,"Vestiges",5,2.77600000000001,5,0.00180115273775215,"proglog",NA,NA,38,"ASHLEY"
