"","Episode","startTime","endTime","Actor","Text","vox_machina","guest","staff","Matt","Arc","Arc_no","timeDiffInSecs","wordCount","WordsPerMillisec","segment","encounter_count","rp_combat","turn_number","CR_GUEST"
"1",45,0.086,4.275,"MATT","hello, everyone, and welcome to tonight's episode of critical role, where a bunch of us nerdy-ass voice actors sit around and play dungeons and dragons. hate you, liam.",0,0,0,1,"Attack_Conclave",4,4.189,31,0.00740033420864168,"proglog",NA,NA,1,"MATT"
"2",45,10.154,13.982,"TRAVIS","that was good! really nice. some good flavor on it.",1,0,0,0,"Attack_Conclave",4,3.828,11,0.0028735632183908,"proglog",NA,NA,2,"TRAVIS"
"3",45,13.982,22.024,"MATT","you'll never know. so anyway! welcome new folks. people who aren't new folks, welcome back. we have some announcements to get to real fast, then we'll jump into the actual story proper here. but, yeah! so, first and foremost, i wanted to give a big thanks and shout-out to syrinscape, i mentioned them in last week's game, i put together my gaming playlists on their platform, and i'm going to be trying them out tonight to make sure everything works out cool, but their setup is fantastic and i'm really excited about being able to overlap audio, and things fade in and out. if you haven't checked it out, and you want to really amp up your tabletop gaming, it's phenomenal. but they're not paying for this, i'm really excited about it. so that's that, syrinscape's awesome. marisha, you want to talk about signal boost?",0,0,0,1,"Attack_Conclave",4,8.042,159,0.0197712011937329,"proglog",NA,NA,3,"MATT"
"4",45,59.471,61.355,"MARISHA","yeah! the first epil episode.",1,0,0,0,"Attack_Conclave",4,1.884,6,0.00318471337579618,"proglog",NA,NA,4,"MARISHA"
"5",45,61.355,62.411,"LAURA","epilsode!",1,0,0,0,"Attack_Conclave",4,1.056,2,0.00189393939393939,"proglog",NA,NA,5,"LAURA"
"6",45,62.411,63.58,"MARISHA","the first epil, of",1,0,0,0,"Attack_Conclave",4,1.169,4,0.00342172797262619,"proglog",NA,NA,6,"MARISHA"
"7",45,63.58,64.424,"TALIESIN","epilay!",1,0,0,0,"Attack_Conclave",4,0.844000000000008,2,0.00236966824644547,"proglog",NA,NA,7,"TALIESIN"
"8",45,64.424,69.789,"MARISHA","epil, epilay, epilogue. the first episode of signal boost went live on tuesday. go check it out on geekandsundry.com. go watch it, it's good fun. and you should go watch it so we don't get cancelled, and we'll keep making more episodes.",1,0,0,0,"Attack_Conclave",4,5.36499999999999,47,0.0087604846225536,"proglog",NA,NA,8,"MARISHA"
"9",45,78.254,79.443,"LIAM","is that how it works?",1,0,0,0,"Attack_Conclave",4,1.18899999999999,6,0.00504625735912535,"proglog",NA,NA,9,"LIAM"
"10",45,79.443,80.412,"MARISHA","apparently!",1,0,0,0,"Attack_Conclave",4,0.969000000000008,2,0.00206398348813208,"proglog",NA,NA,10,"MARISHA"
"11",45,80.412,82.068,"MATT","yeah, it's the weirdest thing.",0,0,0,1,"Attack_Conclave",4,1.65599999999999,7,0.00422705314009664,"proglog",NA,NA,11,"MATT"
"12",45,82.068,83.098,"MARISHA","it's crazy.",1,0,0,0,"Attack_Conclave",4,1.03,4,0.00388349514563106,"proglog",NA,NA,12,"MARISHA"
"13",45,83.098,84.175,"LAURA","they care about that?",1,0,0,0,"Attack_Conclave",4,1.077,5,0.00464252553389044,"proglog",NA,NA,13,"LAURA"
"14",45,84.175,87.479,"MARISHA","yeah. and i talk about rat queens, in it, and",1,0,0,0,"Attack_Conclave",4,3.304,10,0.00302663438256658,"proglog",NA,NA,14,"MARISHA"
"15",45,87.479,90.512,"LAURA","yes! i saw! it's so good, marisha. it's really funny.",1,0,0,0,"Attack_Conclave",4,3.033,13,0.00428618529508737,"proglog",NA,NA,15,"LAURA"
"16",45,90.512,94.425,"TALIESIN","it's like ten minutes of your you have more minutes than two minutes, spend a couple of minutes.",1,0,0,0,"Attack_Conclave",4,3.913,20,0.00511116790186558,"proglog",NA,NA,16,"TALIESIN"
"17",45,95.401,101.082,"MARISHA","and i tell you about cool things that i like. that i picked out myself. my favorite things. done.",1,0,0,0,"Attack_Conclave",4,5.681,20,0.00352050695300123,"proglog",NA,NA,17,"MARISHA"
"18",45,102.415,108.346,"MATT","watch it. it's good. all right. next thing i wanted to announce for you guys, tonight's donations, and all donations for the week, are going to be going, as opposed to 826 overall, are going to go to 826seattle specifically, to fearless ideas, is what it's called there, their section up there, you can go to fearlessideas.org. this past week there was a terrible gas explosion in seattle, you may have seen on the news, and it did a lot of damage to that vicinity, including fearless ideas, and they've had to cancel a bunch of their stuff, and they're trying to get things repaired and going. so all of our donations this evening will be going towards them and helping them get that effort taken care of. so think good thoughts and help out if you can. let's see.",0,0,0,1,"Attack_Conclave",4,5.931,148,0.0249536334513573,"proglog",NA,NA,18,"MATT"
"19",45,142.909,145.242,"MARISHA AND TRAVIS","love you, seattle!",1,0,0,0,"Attack_Conclave",4,2.333,4,0.00171453064723532,"proglog",NA,NA,19,"MARISHA AND TRAVIS"
