"","arc","arc_no","episode","turn_number","segment","actor","text","start_turn","end_turn","time_in_sec","word_count","words_per_ms","encounter_count","rp_combat","actor_guest","vox_machina","guest","staff","matt"
"1","Briarwoods",3,33,1,"proglog","MATT","so first and foremost, we'll get our announcements out of the way as fast as possible. first thing i want to announce, with a little help from our resident gnome bard here today: scanlan's playlist on spotify went up on the website. do you want to talk a little bit about that?",0,15.136,15.136,55,0.00363372093023256,NA,NA,"MATT",0,0,0,1
"2","Briarwoods",3,33,2,"proglog","SAM","go log on to geekandsundry.com, slash ""find it on that site somewhere.""",15.136,20.214,5.078,14,0.00275699094131548,NA,NA,"SAM",1,0,0,0
"3","Briarwoods",3,33,3,"proglog","MARISHA","it's on the front page right now.",20.214,22.796,2.582,9,0.0034856700232378,NA,NA,"MARISHA",1,0,0,0
"4","Briarwoods",3,33,4,"proglog","SAM","and you can find it on spotify. there's some cool songs on there.",22.796,27.067,4.271,15,0.00351205806602669,NA,NA,"SAM",1,0,0,0
"5","Briarwoods",3,33,5,"proglog","TRAVIS","that's baby-making music right there, baby.",27.067,30.308,3.241,9,0.00277692070348658,NA,NA,"TRAVIS",1,0,0,0
"6","Briarwoods",3,33,6,"proglog","SAM","yeah. there's some panty peelers in there, too.",30.308,34.827,4.519,10,0.00221287895552113,NA,NA,"SAM",1,0,0,0
"7","Briarwoods",3,33,7,"proglog","LAURA","oh god.",34.827,36.286,1.459,3,0.00205620287868403,NA,NA,"LAURA",1,0,0,0
"8","Briarwoods",3,33,8,"proglog","MATT","that's a terrible term.",36.286,37.547,1.261,6,0.00475812846946869,NA,NA,"MATT",0,0,0,1
"9","Briarwoods",3,33,9,"proglog","SAM","i wrote it in the song description. somebody edited it out.",37.547,44.717,7.17,12,0.00167364016736402,NA,NA,"SAM",1,0,0,0
"10","Briarwoods",3,33,10,"proglog","MARISHA","oh no.",44.717,46.177,1.46,3,0.00205479452054794,NA,NA,"MARISHA",1,0,0,0
"11","Briarwoods",3,33,11,"proglog","TALIESIN","well.",46.177,48.391,2.214,2,0.000903342366757001,NA,NA,"TALIESIN",1,0,0,0
"12","Briarwoods",3,33,12,"proglog","MATT","go check that out, guys.",48.391,49.912,1.521,6,0.0039447731755424,NA,NA,"MATT",0,0,0,1
"13","Briarwoods",3,33,13,"proglog","LAURA","go check that out, guys.",49.912,52.419,2.507,6,0.00239329876346231,NA,NA,"LAURA",1,0,0,0
"14","Briarwoods",3,33,14,"proglog","MATT","exactly. it's actually a pretty great playlist; i've been listening to it all afternoon while prepping for this. by the way, it's really interesting to write stuff for the current scenario in whitestone with some marvin gaye in the background.",52.419,61.62,9.201,44,0.00478208890338007,NA,NA,"MATT",0,0,0,1
"15","Briarwoods",3,33,15,"proglog","TALIESIN","are we going to feel that influence in tonight's game?",61.62,65.417,3.797,12,0.00316038978140637,NA,NA,"TALIESIN",1,0,0,0
"16","Briarwoods",3,33,16,"proglog","MATT","i certainly hope not. also, next cool announcement: our first critical role comic came out today. our four glorious first panels starting off the past adventure of the party in westruun for their first winter's crest festival. so yeah, there will be one four-panel comic coming out each week to go through the six week run of this storyline, written by our fantastic taliesin jaffe and marisha ray over here, and drawn by the incredible",65.417,99.317,33.9,77,0.00227138643067847,NA,NA,"MATT",0,0,0,1
"17","Briarwoods",3,33,17,"proglog","SAM","sam riegel.",99.317,100.509,1.19200000000001,3,0.00251677852348992,NA,NA,"SAM",1,0,0,0
"18","Briarwoods",3,33,18,"proglog","MATT","no. @wendydoodles on twitter. you guys know her as wendy. she's one of our official artists. she's absolutely amazing. she's our artist for this run. so show her some love.",100.509,111.061,10.552,34,0.0032221379833207,NA,NA,"MATT",0,0,0,1
"19","Briarwoods",3,33,19,"proglog","LIAM","endlessly charming.",111.061,112.358,1.297,3,0.00231303006939091,NA,NA,"LIAM",1,0,0,0
"20","Briarwoods",3,33,20,"proglog","LAURA","yes, she is.",112.358,113.462,1.104,4,0.0036231884057971,NA,NA,"LAURA",1,0,0,0
"21","Briarwoods",3,33,21,"proglog","MATT","very much so.",113.462,114.581,1.119,4,0.00357462019660411,NA,NA,"MATT",0,0,0,1
"22","Briarwoods",3,33,22,"proglog","ZAC","really quick announcement that i forgot to put on the document. hey, guys. we are still in sub-only chat tonight, but we will be doing a giveaway at the half if we reach the sub goal, which is every 100, and i think we're 93 away from the next one. so if we hit 11,500 before the half, there will be a giveaway, and we will open that up to everyone watching, not just subscribers only. so anyone watching, don't fret. you still have a chance to win stuff.",114.581,136.528,21.947,94,0.00428304551874972,NA,NA,"ZAC",0,0,1,0
"23","Briarwoods",3,33,23,"proglog","MATT","and what is in the giveaway?",136.528,138.103,1.57500000000002,7,0.0044444444444444,NA,NA,"MATT",0,0,0,1
"24","Briarwoods",3,33,24,"proglog","ZAC","tons of shit. signed posters, d&d stuff. it's just a box of awesome shit.",138.103,145.924,7.821,17,0.00217363508502749,NA,NA,"ZAC",0,0,1,0
"25","Briarwoods",3,33,25,"proglog","TALIESIN","www.tonsofshit.com",145.924,147.98,2.05599999999998,3,0.00145914396887161,NA,NA,"TALIESIN",1,0,0,0
"26","Briarwoods",3,33,26,"proglog","MARISHA","don't look that up.",147.98,149.62,1.64000000000001,6,0.00365853658536582,NA,NA,"MARISHA",1,0,0,0
"27","Briarwoods",3,33,27,"proglog","TALIESIN","don't look that up. it's just going to make you unhappy.",149.62,152.16,2.53999999999999,14,0.00551181102362207,NA,NA,"TALIESIN",1,0,0,0
"28","Briarwoods",3,33,28,"proglog","LIAM","we got a big fat care package from kurtis wiebe, who is the writer of rat queens, so we have collected volumes. i think the first volume or two of rat queens. there's some t-shirts, so some of that will probably be finding its way in. obviously, we love rat queens.",152.16,165.694,13.534,54,0.00398995123392936,NA,NA,"LIAM",1,0,0,0
"29","Briarwoods",3,33,29,"proglog","LAURA","obviously.",165.694,167.219,1.52500000000001,2,0.00131147540983606,NA,NA,"LAURA",1,0,0,0
"30","Briarwoods",3,33,30,"proglog","MATT","we like to fill your care packages with tons of cool shit. we throw random things in there for you guys, as well. cool random things, not just random things.",167.219,176.679,9.46000000000001,31,0.003276955602537,NA,NA,"MATT",0,0,0,1
"31","Briarwoods",3,33,31,"proglog","MARISHA","it's like critical role's favorite things.",176.679,178.315,1.636,9,0.00550122249388755,NA,NA,"MARISHA",1,0,0,0
"32","Briarwoods",3,33,32,"proglog","LAURA AND MATT","yeah.",178.315,179.65,1.33500000000001,2,0.00149812734082396,NA,NA,"LAURA AND MATT",1,0,0,0
"33","Briarwoods",3,33,33,"proglog","TALIESIN","we'll be putting out a catalog.",179.65,181.141,1.49099999999999,8,0.00536552649228711,NA,NA,"TALIESIN",1,0,0,0
"34","Briarwoods",3,33,34,"proglog","MARISHA","yes.",181.141,181.889,0.748000000000019,2,0.00267379679144378,NA,NA,"MARISHA",1,0,0,0
"35","Briarwoods",3,33,35,"proglog","TALIESIN","critical role's most favorite things.",181.889,184.091,2.202,7,0.00317892824704814,NA,NA,"TALIESIN",1,0,0,0
"36","Briarwoods",3,33,36,"proglog","MATT","cool, so check out the comic strip.",184.091,186.593,2.50199999999998,8,0.00319744204636293,NA,NA,"MATT",0,0,0,1
"37","Briarwoods",3,33,37,"proglog","ZAC","there is a fucking broom behind you.",186.593,188.352,1.75900000000001,8,0.00454803865832856,NA,NA,"ZAC",0,0,1,0
"38","Briarwoods",3,33,38,"proglog","MATT","there is a broom. get that out of there. there you go.",188.352,190.512,2.16,13,0.00601851851851853,NA,NA,"MATT",0,0,0,1
"39","Briarwoods",3,33,39,"proglog","TRAVIS","it's because we're going to sweep these briarwoods under the carpet!",190.512,192.991,2.47900000000001,14,0.00564743848325935,NA,NA,"TRAVIS",1,0,0,0
"40","Briarwoods",3,33,40,"proglog","MATT","whoa!",192.991,194.76,1.76899999999998,2,0.00113058224985869,NA,NA,"MATT",0,0,0,1
"41","Briarwoods",3,33,41,"proglog","SAM","that was quick. love that one.",194.76,198.177,3.417,7,0.00204858062628036,NA,NA,"SAM",1,0,0,0
"42","Briarwoods",3,33,42,"proglog","MARISHA","so good.",198.177,199.582,1.405,3,0.00213523131672598,NA,NA,"MARISHA",1,0,0,0
"43","Briarwoods",3,33,43,"proglog","MATT","are you?",199.582,202.838,3.256,3,0.000921375921375921,NA,NA,"MATT",0,0,0,1
"44","Briarwoods",3,33,44,"proglog","TALIESIN","i've got another character ready to roll when this all goes down.",202.838,205.731,2.893,14,0.00483926719668164,NA,NA,"TALIESIN",1,0,0,0
"45","Briarwoods",3,33,45,"proglog","MARISHA","no! you can't have a plan b already.",205.731,209.369,3.63800000000001,10,0.00274876305662451,NA,NA,"MARISHA",1,0,0,0
"46","Briarwoods",3,33,46,"proglog","LAURA","i don't have a plan b.",209.369,210.903,1.53399999999999,8,0.00521512385919168,NA,NA,"LAURA",1,0,0,0
