"","arc","arc_no","episode","turn_number","segment","actor","text","start_turn","end_turn","time_in_sec","word_count","words_per_ms","encounter_count","rp_combat","actor_guest","vox_machina","guest","staff","matt"
"1","Briarwoods",3,26,1,"proglog","MATT","hello everyone and welcome to critical role: an online show on twitch where a bunch of us nerdy-ass voice actors roll dice and play dungeons and dragons. my name is matthew mercer. i'm the dungeon master. for returning fans, welcome, and for new folks, prepare. a couple of fun things to announce: first things first, unfortunately we are down a percy this evening. our buddy taliesin picked up a con plague in alaska this past weekend. he had a great time, but came back very ill and has been trying to get better, and is unable to make the game tonight. which makes the current storyline a little interesting, but we'll work it out. it's fine. no mercy percy is going to have some business he's attending to. thank the critters for that. that's an awesome hashtag! so taliesin, i hope you feel better. we miss you. next week we continue that arc. let's see, first and foremost, still every 100 subs we get on the channel we have a giveaway to someone who's active in the chatroom. the winner of that giveaway gets a signed picture of the cast of critical role, as well as a signed poster by our amazing artist kit buss, who was with us for our last session. those are both given away to whoever wins that, so keep those subs going. also, there is currently going around a hashtag: no shave 'til 10k. a number of people on the stream are a part of that. all sexes can compete and be a part of this, too. no shave 'til 10k. if you want to be a part of that, go ahead and tweet that out. get that hashtag going and i'll see if i can convince marisha to let me do that. we'll see. at the very least, for my halloween costume. all right, so other cool things to talk about: all of tonight's donations are going towards the extra life charity. the extra life charity is a drive that's part of the children's miracle network hospitals. a lot of great people in the community have been supporting this and we're supporting that tonight. so any donations tonight will go to extra life. also over the next two days, we will also be streaming here at geek and sundry doing a lot of other charity events for the extra life charity drive, including a small dnd game some of us on saturday evening with the vox moronica crew. so that should be fun. come check that out! oh, dungeons and dragons, the official wizards of the coast folks are also doing their extra life stream over the next 48 hours. they're just going to be doing live dnd streams as well. so starting tomorrow at noon through sunday at noon, just constant dnd on the wizards of the coast stream as well. and all of that is going to be raising money for extra life. so you'll have a lot of things to keep you busy this weekend essentially. so there's that. also, we have new york comic con coming up in just a couple of weeks. excited about that, for all you guys. we have panels on saturday. do we have times for those yet?",0,188.121,188.121,560,0.00297680748029194,NA,NA,"MATT",0,0,0,1
"2","Briarwoods",3,26,2,"proglog","LIAM","between 1:00 and 4:00 is when we're doing stuff.",188.121,191.355,3.23399999999998,13,0.00401978973407547,NA,NA,"LIAM",1,0,0,0
"3","Briarwoods",3,26,3,"proglog","MATT","yeah, between 1:00 and 4:00. we have about an hour panel in there somewhere and then probably two hours of signings at the event on saturday. so 1:00 and 4:00! leave that period of time open. hang out.",191.355,200.745,9.39000000000001,43,0.00457933972310968,NA,NA,"MATT",0,0,0,1
"4","Briarwoods",3,26,4,"proglog","MARISHA","we'll have prints!",200.745,202.367,1.62199999999999,5,0.00308261405672013,NA,NA,"MARISHA",1,0,0,0
"5","Briarwoods",3,26,5,"proglog","MATT","exactly! and then on sunday, outside of the convention, because we know a lot of the badges were snatched up before this announcement even happened and a lot of the critters aren't able to make it to the actual con. on sunday, we're looking around midday. we don't have a time or location determined yet, but that will be up on twitter soon. it's going to happen. we're going to have an offsite critter meetup. where we're going to all be able to be there, hang out with you guys and catch up, sign stuff, say hi, and have a good time. so watch twitter. if you don't follow us on twitter, do it, because we'll have those announcements coming up very soon. so excited about that. liam, you wanted to announce",202.367,236.159,33.792,140,0.00414299242424242,NA,NA,"MATT",0,0,0,1
"6","Briarwoods",3,26,6,"proglog","LIAM","yes! this is the final chance for y'all to jump on joe madureira's kickstarter, battle chasers: nightwar. they have absolutely killed their kickstarter. they hit their goal, their initial goal about two or three days in, and they have been hitting every single stretch goal they've had. they've got one last mystery stretch goal left to hit. so it's a good time to get in and just get them to the very tippy, tippy top of their campaign, which is about to end. if you guys don't know, really quick, because i've been talking about it for two weeks: joe madureira, amazing comic book legend, has drawn everything. it looks like nobody else's and has a good history in game dev as well. created darksiders with his company, vigil games, that he helped found. and now he has founded airship syndicate, and they're making an rpg in the style of jrpgs that you've loved in your lives. but also with joe's ridonkulous art style. so go get on it.",236.159,292.086,55.927,181,0.00323636168576895,NA,NA,"LIAM",1,0,0,0
"7","Briarwoods",3,26,7,"proglog","MATT","yeah! thank you, liam. orion, you wanted to say something real fast as well.",292.086,297.878,5.79199999999997,15,0.00258977900552487,NA,NA,"MATT",0,0,0,1
"8","Briarwoods",3,26,8,"proglog","ORION","yes. greetings and salutations, everyone! last week when kit was here hi kit, we miss you! we went to it's a wrap over in burbank, california. me and liam and laura and marisha and kit and her hubby. we were there and saw this robe, and i think marisha and laura were like, try it on, and i was like, okay. and i tried it on and was like, oh my god, it was made for me.",297.878,331.365,33.487,79,0.00235912443634843,NA,NA,"ORION",1,0,0,0
"9","Briarwoods",3,26,9,"proglog","MATT","the tiberius robe you always knew or didn't know you wanted.",331.365,335.692,4.327,13,0.0030043910330483,NA,NA,"MATT",0,0,0,1
"10","Briarwoods",3,26,10,"proglog","ORION","yeah, totally, i was like, oh my god, and liam tweeted a picture about it, and then i was streaming on my stream on twitch and somebody mentioned the robe. and michael bauman thank you again, i'm going to thank you on critical role for he donated $400, which was the cost of the robe, and then he just wrote in the chat, this is for the robe, so i'm wearing the robe.",335.692,363.51,27.818,76,0.00273204400028758,NA,NA,"ORION",1,0,0,0
