"","Episode","startTime","endTime","Actor","Text","vox_machina","guest","staff","Matt","Arc","Arc_no","timeDiffInSecs","wordCount","WordsPerMillisec","segment","encounter_count","rp_combat","turn_number","CR_GUEST"
"1",21,0,3.572,"MATT","good evening, everyone, and welcome to tonight's episode of critical role, where a bunch of nerdy-ass voice actors sit around and play dungeons and dragons. my name is matthew mercer. i am the dungeon master for the show, and we're excited to have you. a couple of cool things about this, for those who are checking in or aren't aware of what's going on: our main party, vox machina, has been split for two different trials. we'll get into that story in a little bit, but because of that, we have some guests playing. this will be the second week of our two fantastic guests, wil wheaton and will friedle. we're excited about them. they're pretty nice. this is the second week of the wills; we're excited to have them. also, do we have any other announcements anyone wants to talk about? anything crazy coming up?",0,0,0,1,"Vasselheim",2,3.572,156,0.0436730123180291,"proglog",NA,NA,1,"MATT"
"2",21,42.345,50.209,"MARISHA","speaking of the wills, just to talk about the first two giveaways that we reached. that's it. once it hits the board, it's done. it's like the american flag. these are tabletop nail wrap-specific.",1,0,0,0,"Vasselheim",2,7.864,39,0.00495930824008138,"proglog",NA,NA,2,"MARISHA"
"3",21,62.89,66.062,"WIL","oh yeah, these are from our friends at espionage cosmetics.",0,1,0,0,"Vasselheim",2,3.172,11,0.00346784363177806,"proglog",NA,NA,3,"GUESTS"
"4",21,66.062,71.786,"MARISHA","yes, these are espionage cosmetics nail wraps, and they're actual tabletop",1,0,0,0,"Vasselheim",2,5.724,12,0.00209643605870021,"proglog",NA,NA,4,"MARISHA"
"5",21,71.786,79.15,"WIL","yeah, they're official licensed tabletop merchandise that we made happen. i'm very happy.",0,1,0,0,"Vasselheim",2,7.364,16,0.00217273221075502,"proglog",NA,NA,5,"GUESTS"
"6",21,79.15,82.797,"MARISHA","so yes. wear the support on your fingertips.",1,0,0,0,"Vasselheim",2,3.64699999999999,9,0.00246778173841514,"proglog",NA,NA,6,"MARISHA"
"7",21,82.797,95.336,"WIL","i have two announcements. announcement the first: for the next four hours and 56 minutes, pacific time, i am the king of the internet because i won yesterday on @midnight.",0,1,0,0,"Vasselheim",2,12.539,31,0.00247228646622538,"proglog",NA,NA,7,"GUESTS"
"8",21,99.726,102.247,"MATT","congratulations!",0,0,0,1,"Vasselheim",2,2.521,2,0.000793335977786592,"proglog",NA,NA,8,"MATT"
"9",21,102.247,107.599,"WIL","also, hardwick hipped me to this movie that i want everybody to see, so i'm telling everyone i know about it, and i won't shut up about it. it's called what we do in the shadows. it is a comedy that is a documentary about a group of vampires who live together in a house in wellington, new zealand.",0,1,0,0,"Vasselheim",2,5.352,63,0.0117713004484305,"proglog",NA,NA,9,"GUESTS"
"10",21,121.31,123.171,"MATT","oh wait, is this the one that has jemaine clement in it?",0,0,0,1,"Vasselheim",2,1.861,13,0.00698549167114453,"proglog",NA,NA,10,"MATT"
"11",21,123.171,123.887,"WIL","yeah.",0,1,0,0,"Vasselheim",2,0.715999999999994,2,0.0027932960893855,"proglog",NA,NA,11,"GUESTS"
"12",21,123.887,125.057,"MATT","yeah, i've heard of this.",0,0,0,1,"Vasselheim",2,1.17,7,0.00598290598290597,"proglog",NA,NA,12,"MATT"
"13",21,125.057,136.125,"WIL","it is one of the most amazing, hilarious, pitch-perfect, well-done genre comedy and horror films i have ever seen. it is a delight, and i want everyone to watch it because i'm afraid it's not going to get the attention it deserves.",0,1,0,0,"Vasselheim",2,11.068,47,0.00424647632815324,"proglog",NA,NA,13,"GUESTS"
"14",21,146.586,149.135,"WILL","this is a new movie? this isn't something from years ago?",0,1,0,0,"Vasselheim",2,2.54899999999998,13,0.00510003923107105,"proglog",NA,NA,14,"GUESTS"
