"","arc","arc_no","episode","turn_number","segment","actor","text","start_turn","end_turn","time_in_sec","word_count","words_per_ms","encounter_count","rp_combat","actor_guest","vox_machina","guest","staff","matt"
"1","Attack_Conclave",4,41,1,"proglog","MATT","hello, and good evening, everyone! welcome to critical role, where a bunch of us nerdy-ass voice actors play dungeons and dragons! or yell curse words at me as we intro. so yes! welcome to the show tonight! sam riegel is on his way, our scanlan will be here shortly. such is the nature of these things. but, anyway, welcome to our show, friends new and old. tonight, we're continuing a rather intense beginning of the next arc of critical role, as laura prepares her dice via bulk-rolling. i like the juju aspect of it. it's nice. it gets the energy going. just burn all those twenties out first.",0,36.315,36.315,113,0.00311166184772133,NA,NA,"MATT",0,0,0,1
"2","Attack_Conclave",4,41,2,"proglog","LAURA","oh, i've already rolled two.",36.315,37.761,1.44600000000001,7,0.00484094052558781,NA,NA,"LAURA",1,0,0,0
"3","Attack_Conclave",4,41,3,"proglog","MATT","see? there you go.",37.761,39.014,1.253,5,0.00399042298483639,NA,NA,"MATT",0,0,0,1
"4","Attack_Conclave",4,41,4,"proglog","LIAM","those are two you cannot use.",39.014,40.215,1.201,7,0.00582847626977518,NA,NA,"LIAM",1,0,0,0
"5","Attack_Conclave",4,41,5,"proglog","LAURA","i know!",40.215,41.448,1.233,3,0.00243309002433091,NA,NA,"LAURA",1,0,0,0
"6","Attack_Conclave",4,41,6,"proglog","MATT","so, yeah! so, tonight we have a special guest that will be coming into the show a little later on, as part of the story arc, and after tonight, we will be having critmas for this month. it won't be all of us, some folks have a really early morning tomorrow and unfortunately have to run off due to needing to exist tomorrow professionally, but we will be doing that this evening. let's see, as far as announcements go",41.448,65.792,24.344,81,0.00332730857706211,NA,NA,"MATT",0,0,0,1
"7","Attack_Conclave",4,41,7,"proglog","MARISHA","we're winging it today. sorry.",65.792,69.011,3.21899999999999,7,0.00217458838148494,NA,NA,"MARISHA",1,0,0,0
"8","Attack_Conclave",4,41,8,"proglog","MATT","yeah. it's all good. so, i guess first and foremost, reminder for those of us who are interested in going to portland for wizard world portland in a few weeks, we'll be there for that. i know, except for liam.",69.011,81.648,12.637,43,0.00340270633852971,NA,NA,"MATT",0,0,0,1
"9","Attack_Conclave",4,41,9,"proglog","TRAVIS","february 19th to the 21st. come say hi! yeah.",81.648,85.026,3.378,10,0.0029603315571344,NA,NA,"TRAVIS",1,0,0,0
"10","Attack_Conclave",4,41,10,"proglog","MARISHA","it's so hard to get all of us in one place at the same time.",85.026,87.59,2.56400000000001,17,0.00663026521060841,NA,NA,"MARISHA",1,0,0,0
