"","Episode","startTime","endTime","Actor","Text","vox_machina","guest","staff","Matt","Arc","Arc_no","timeDiffInSecs","wordCount","WordsPerMillisec","segment","encounter_count","rp_combat","turn_number","CR_GUEST"
"1",74,0,5.066,"MATT","hello, everyone, and welcome to tonight's episode of critical role, where a bunch of us nerdy-ass voice actors sit around, roll dice and play dungeons and dragons. this week, not in costume, to the joy of all of my players. so welcome back. we're going to hop in here in a moment, but first, let's get through our announcements. first and foremost, this week's sponsor is the continuation of loot crate being our awesome sponsor.",0,0,0,1,"Fall_Conclave",6,5.066,81,0.015988945913936,"proglog",NA,NA,1,"MATT"
"2",74,26.087,30.962,"MATT","thank you so much loot crate. i think we announced the new theme for this month's loot crate last week, but sam, if you would like to give us a couple of words on our sponsor, please.",0,0,0,1,"Fall_Conclave",6,4.875,39,0.008,"proglog",NA,NA,2,"MATT"
"3",74,34.035,40.51,"SAM","i am running out of things to say. so instead, i composed a little song, and i thought that miss ashley johnson could help me with it.",1,0,0,0,"Fall_Conclave",6,6.475,28,0.00432432432432432,"proglog",NA,NA,3,"SAM"
"4",74,43.614,44.607,"ASHLEY","okay?",1,0,0,0,"Fall_Conclave",6,0.993000000000002,2,0.00201409869083585,"proglog",NA,NA,4,"ASHLEY"
"5",74,44.607,50.322,"SAM","i'm going to sing a couple of lines, and it will be very apparent what the rhyming word is, and you chime in with that. little known fact, ashley johnson, beautiful singing voice, she's a soprano.",1,0,0,0,"Fall_Conclave",6,5.715,39,0.00682414698162729,"proglog",NA,NA,5,"SAM"
"6",74,55.541,62.129,"ASHLEY","i am! yes, and?",1,0,0,0,"Fall_Conclave",6,6.588,5,0.000758955676988464,"proglog",NA,NA,6,"ASHLEY"
"7",74,62.129,67.8,"SAM","here's a song for loot crate. okay. ashley, i need you to focus here. it's to the tune of the beverly hillbillies. well, yeehaw for nerd swag, let's all give a big hoot. you get a pretty crate and they fill it with",1,0,0,0,"Fall_Conclave",6,5.671,46,0.00811144418973726,"proglog",NA,NA,7,"SAM"
"8",74,76.803,77.794,"ASHLEY","loot!",1,0,0,0,"Fall_Conclave",6,0.991,2,0.00201816347124117,"proglog",NA,NA,8,"ASHLEY"
"9",74,77.794,84.769,"SAM","very good! with gear and apparel that'll make you look real cute. you'll even be attractive when your butt makes a",1,0,0,0,"Fall_Conclave",6,6.97500000000001,23,0.00329749103942652,"proglog",NA,NA,9,"SAM"
"10",74,86.729,88.136,"ASHLEY","toot!",1,0,0,0,"Fall_Conclave",6,1.407,2,0.00142146410803128,"proglog",NA,NA,10,"ASHLEY"
"11",74,88.136,94.673,"SAM","very good. subscribe with the link that pops up on your computer. with the dough that you saved, buy some hot wings at",1,0,0,0,"Fall_Conclave",6,6.53700000000001,23,0.00351843353220131,"proglog",NA,NA,11,"SAM"
"12",74,96.537,98.024,"ASHLEY","hooters!",1,0,0,0,"Fall_Conclave",6,1.48699999999999,2,0.00134498991257566,"proglog",NA,NA,12,"ASHLEY"
"13",74,98.024,104.148,"SAM","very good. you'll be all hot and bothered even if you're spayed or neutered. so pull down your skirt, and stick that loot in your",1,0,0,0,"Fall_Conclave",6,6.124,27,0.00440888308295232,"proglog",NA,NA,13,"SAM"
"14",74,106.711,107.817,"ASHLEY","cooter!",1,0,0,0,"Fall_Conclave",6,1.10599999999999,2,0.00180831826401448,"proglog",NA,NA,14,"ASHLEY"
"15",74,107.817,109.688,"SAM","no! it's in your crate. you put your loot in your crate.",1,0,0,0,"Fall_Conclave",6,1.87100000000001,14,0.00748262960983428,"proglog",NA,NA,15,"SAM"
"16",74,109.688,111.238,"ASHLEY","oh, sorry.",1,0,0,0,"Fall_Conclave",6,1.55,3,0.00193548387096775,"proglog",NA,NA,16,"ASHLEY"
"17",74,111.238,113.674,"SAM","that's disgusting. that's disgusting, ashley. jesus!",1,0,0,0,"Fall_Conclave",6,2.43600000000001,9,0.00369458128078817,"proglog",NA,NA,17,"SAM"
"18",74,113.674,115.07,"MATT","that's really inappropriate.",0,0,0,1,"Fall_Conclave",6,1.39599999999999,5,0.00358166189111751,"proglog",NA,NA,18,"MATT"
"19",74,115.07,117.665,"SAM","jesus, why would you stick it in your cooter?",1,0,0,0,"Fall_Conclave",6,2.59500000000001,10,0.00385356454720615,"proglog",NA,NA,19,"SAM"
"20",74,117.665,119.759,"ASHLEY","it made all the sense.",1,0,0,0,"Fall_Conclave",6,2.09399999999999,6,0.00286532951289399,"proglog",NA,NA,20,"ASHLEY"
"21",74,119.759,121.288,"SAM","holy shit! loot in a loot crate. good god! anyway, magic everyone. sign up and use the exclusive promo code wait a second, there's a new promo code?",1,0,0,0,"Fall_Conclave",6,1.529,30,0.0196206671026815,"proglog",NA,NA,21,"SAM"
"22",74,134.95,140.341,"TRAVIS","it's new, yeah. five dollars off loot crate and loot crate dx if you use promo code chaoticgood. all caps, one word.",1,0,0,0,"Fall_Conclave",6,5.39100000000002,24,0.00445186421814133,"proglog",NA,NA,22,"TRAVIS"
"23",74,145.735,148.561,"SAM","go check it out guys. i'm done.",1,0,0,0,"Fall_Conclave",6,2.82599999999999,9,0.00318471337579619,"proglog",NA,NA,23,"SAM"
"24",74,148.561,150.356,"LIAM","sam riegel, you are against the law.",1,0,0,0,"Fall_Conclave",6,1.79499999999999,8,0.00445682451253485,"proglog",NA,NA,24,"LIAM"
"25",74,150.356,152.359,"TRAVIS","the code is only good for 48 hours.",1,0,0,0,"Fall_Conclave",6,2.00300000000001,9,0.00449326010983522,"proglog",NA,NA,25,"TRAVIS"
"26",74,152.359,155.092,"SAM","wait, is that true?",1,0,0,0,"Fall_Conclave",6,2.733,5,0.00182949140139041,"proglog",NA,NA,26,"SAM"
"27",74,155.092,157.163,"TRAVIS","it is true. 48 hours only.",1,0,0,0,"Fall_Conclave",6,2.071,7,0.00338000965717045,"proglog",NA,NA,27,"TRAVIS"
"28",74,157.163,158.579,"SAM","i should read these before i do the ads.",1,0,0,0,"Fall_Conclave",6,1.416,10,0.00706214689265538,"proglog",NA,NA,28,"SAM"
"29",74,158.579,160.615,"TRAVIS","chaoticgood!",1,0,0,0,"Fall_Conclave",6,2.036,2,0.000982318271119842,"proglog",NA,NA,29,"TRAVIS"
"30",74,160.615,165.479,"MATT","thank you, sam; i appreciate it. ashley, you really need to clean that mouth.",0,0,0,1,"Fall_Conclave",6,4.864,15,0.00308388157894737,"proglog",NA,NA,30,"MATT"
"31",74,165.479,168.092,"ASHLEY","you know, there is only one place to put loot.",1,0,0,0,"Fall_Conclave",6,2.613,11,0.00420972062763108,"proglog",NA,NA,31,"ASHLEY"
"32",74,168.092,171.718,"MATT","really, keep it in your crate, guys, highly recommended.",0,0,0,1,"Fall_Conclave",6,3.62599999999998,10,0.00275785990071706,"proglog",NA,NA,32,"MATT"
"33",74,171.718,173.979,"ASHLEY AND LAURA AND TALIESIN","keep it in your crate.",1,0,0,0,"Fall_Conclave",6,2.26100000000002,6,0.00265369305616981,"proglog",NA,NA,33,"ASHLEY AND LAURA AND TALIESIN"
"34",74,173.979,185.194,"MATT","#keepitinyourcrate. so yes. thank you loot crate for being our awesome sponsor. other announcements: blizzcon this weekend! for those who are going to be there, a number of us are going to be there. there are panels friday. who is going to be there friday?",0,0,0,1,"Fall_Conclave",6,11.215,47,0.00419081587160054,"proglog",NA,NA,34,"MATT"
