"","Episode","startTime","endTime","Actor","Text","vox_machina","guest","staff","Matt","Arc","Arc_no","timeDiffInSecs","wordCount","WordsPerMillisec","segment","encounter_count","rp_combat","turn_number","CR_GUEST"
"1",20,0,3.669,"MATT","hello, and welcome this evening to critical role, everyone. a show where a bunch of us nerdy-ass voice actors play dungeons and dragons and have a good time. guess we can go ahead and we forgot to do the format this time and start with the intro. we trying to do that going forward because it makes more sense. but for now, let's go ahead and jump to the intro and we'll be right back to describe what we have going on. [dramatic music]",0,0,0,1,"Vasselheim",2,3.669,88,0.0239847369855546,"proglog",NA,NA,1,"MATT"
"2",20,87.21,91.787,"MATT","welcome back. so first and foremost, we got a couple quick announcements to get into for this week. for every 100 subs we get to the channel this evening we'll be doing giveaways. the giveaways this week will include a signed photo of the cast of critical role, as well as, for the first time offering, a large print poster of one of the classic moments within our campaign drawn by our illustrious kit buss, our official artist for critical role. i think zac should be showing you that photo that we'll be giving away, a really nice, high-quality print of that signed by the cast. and we'll send that out to whoever wins the wonderful prize for the chat room. i think we're 50 away from our first giveaway. so, you got to get that climbing so we can give that out shortly. also, as we've previously, the past two weeks, had some great guests joining our first half of the vox machina group on their adventure, this week we have two new guests joining us for this and next week. if i can have a big, warm welcome to our players this week: wil wheaton and will friedle. thank you guys so much for joining us. excited to have you.",0,0,0,1,"Vasselheim",2,4.57700000000001,219,0.0478479353288179,"proglog",NA,NA,2,"MATT"
"3",20,149.084,150.274,"MARISHA","so awesome.",1,0,0,0,"Vasselheim",2,1.19,3,0.00252100840336135,"proglog",NA,NA,3,"MARISHA"
"4",20,150.274,151.588,"WILL","slightly nervous.",0,1,0,0,"Vasselheim",2,1.31399999999999,3,0.00228310502283106,"proglog",NA,NA,4,"GUESTS"
"5",20,151.588,156.67,"WIL","you're going to be great, don't worry about it. i want to apologize in advance to liam for having to share a table with me. i'm sorry for what's going to happen to your dice on account of how close we are to each other. i hope you're not too attached to anything with your character at all.",0,1,0,0,"Vasselheim",2,5.08199999999999,64,0.0125934671389217,"proglog",NA,NA,5,"GUESTS"
"6",20,171.356,176.413,"WIL","i know. i'm just telling you, if there's dice you really love, you might want to put them away.",0,1,0,0,"Vasselheim",2,5.05700000000002,22,0.004350405378683,"proglog",NA,NA,6,"GUESTS"
"7",20,176.413,179.165,"LIAM","i'll just kiester this one.",1,0,0,0,"Vasselheim",2,2.75199999999998,7,0.00254360465116281,"proglog",NA,NA,7,"LIAM"
"8",20,179.165,185.047,"MATT","that's the most comfortable way to do that. well, awesome guys. thank you so much for joining us in this. before we jump in, let's see if we have any announcements that anyone wants to make, anything coming up, anything you want to talk about. i'll start. i'll say that as of flying out this evening, i should say, i have a flight at 12:15 from lax. i'll be flying out to columbus, ohio for matsuricon this weekend. so, any of you guys out there in the ohio area want to come and visit me for the weekend, i'll be doing signings, panels, and general hanging out with fans and stuff. so if you're in the vicinity, come say hi. that's my announcement. anyone else have anything they want to mention?",0,0,0,1,"Vasselheim",2,5.88200000000001,141,0.0239714382862972,"proglog",NA,NA,8,"MATT"
"9",20,215.668,221.188,"ORION","yeah. i recently started my own twitch stream. so you can follow me and watch. i play a lot of video games, guys. it's horrible addiction that's amazing. but it's @orionacaba on twitch.",1,0,0,0,"Vasselheim",2,5.51999999999998,37,0.00670289855072466,"proglog",NA,NA,9,"ORION"
"10",20,227.265,230.951,"MATT","you keep streaming thursdays at 7:00, which i think is really counterproductive.",0,0,0,1,"Vasselheim",2,3.68600000000001,14,0.00379815518176885,"proglog",NA,NA,10,"MATT"
